common,strat_id,psu_id,YEAR,ST,MODE_FX,AREA_X,ID_CODE,SUB_REG,WAVE,kod,SP_CODE,CLAIM,RELEASE,HARVEST,CLAIM_UNADJ,HARVEST_UNADJ,RELEASE_UNADJ,tot_len_a,wgt_a,tot_len_b1,wgt_b1,region,month,wp_int,fl_reg,wp_catch,tot_cat,wgt_ab1,tot_len,landing,var_id,arx_method,alt_flag,date_published
GRAY SNAPPER,202002115weS:8AM-8PM,2.02011E+20,2020,1,5,5,1.50322E+15,7,1,we,8835360102,0,0,1,0,1,0,0,0,300,0.45,1,2,54.54571451,8,54.54571451,1,0.45,300,1,202002115weS:8AM-8PM,,0,5/4/21
SHEEPSHEAD,202002115weS:8AM-8PM,2.02011E+20,2020,1,5,5,1.50322E+15,7,1,we,8835430301,1,0,0,1,0,0,332,0.9,0,0,1,2,54.54571451,8,54.54571451,1,0.9,332,1,202002115weS:8AM-8PM,,0,5/4/21
GRAY SNAPPER,202002115weS:8AM-8PM,2.02011E+20,2020,1,5,5,1.50982E+15,7,1,we,8835360102,0,1,0,0,0,1,0,0,0,0,1,2,165.480889,8,165.480889,1,0,0,0,202002115weS:8AM-8PM,,0,5/4/21
SHEEPSHEAD,202002115weS:8AM-8PM,2.02011E+20,2020,1,5,5,1.50982E+15,7,1,we,8835430301,4,0,0,4,0,0,1601,6.52,0,0,1,2,165.480889,8,165.480889,4,6.52,1601,4,202002115weS:8AM-8PM,,0,5/4/21
SPOTTED SEATROUT,202002115weS:8AM-8PM,2.02011E+20,2020,1,5,5,1.50982E+15,7,1,we,8835440102,1,0,0,1,0,0,500,1.2,0,0,1,2,165.480889,8,165.480889,1,1.2,500,1,202002115weS:8AM-8PM,,0,5/4/21
GRAY SNAPPER,202002115weS:8AM-8PM,2.02011E+20,2020,1,5,5,1.50982E+15,7,1,we,8835360102,0,4,0,0,0,4,0,0,0,0,1,2,165.480889,8,165.480889,4,0,0,0,202002115weS:8AM-8PM,,0,5/4/21
SHEEPSHEAD,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,1,1.50322E+15,7,1,we,8835430301,2,0,0,2,0,0,727,2.35,0,0,1,2,429.9158507,8,429.9158507,2,2.35,727,2,202002117weS:8AM-8PM,,0,5/4/21
RED DRUM,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,1,1.50322E+15,7,1,we,8835440901,1,0,0,1,0,0,828,6.555904371,0,0,1,2,429.9158507,8,429.9158507,1,6.555904371,828,1,202002117weS:8AM-8PM,,0,5/4/21
SHEEPSHEAD,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,1,1.50322E+15,7,1,we,8835430301,7,0,0,14,0,0,2728.5,10.45592453,0,0,1,2,874.9023602,8,874.9023602,7,10.45592453,2728.5,7,202002117weS:8AM-8PM,,0,5/4/21
BLACK DRUM,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,1,1.50322E+15,7,1,we,8835440801,0.5,0,0,1,0,0,231,0.75,0,0,1,2,874.9023602,8,874.9023602,0.5,0.75,231,0.5,202002117weS:8AM-8PM,,0,5/4/21
RED DRUM,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,1,1.50322E+15,7,1,we,8835440901,0.5,0,0,1,0,0,389.5,2.726190249,0,0,1,2,874.9023602,8,874.9023602,0.5,2.726190249,389.5,0.5,202002117weS:8AM-8PM,,0,5/4/21
,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,1,1.50322E+15,7,1,we,,0,0,0,0,0,0,0,0,0,0,1,2,874.9023602,8,874.9023602,0,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,1,1.52492E+15,7,1,we,,0,0,0,0,0,0,0,0,0,0,1,2,1908.695351,8,1908.695351,0,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
RED SNAPPER,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,1,1.54532E+15,7,1,we,8835360107,0,2,0,0,0,2,0,0,0,0,1,2,1391.232223,8,1391.232223,2,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
RED SNAPPER,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,1,1.54532E+15,7,1,we,8835360107,0,2,0,0,0,2,0,0,0,0,1,2,1391.232223,8,1391.232223,2,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
GRAY TRIGGERFISH,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,1,1.54532E+15,7,1,we,8860020201,0,2,0,0,0,2,0,0,0,0,1,2,1391.232223,8,1391.232223,2,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
RED SNAPPER,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,1,1.54532E+15,7,1,we,8835360107,0,1,0,0,0,1,0,0,0,0,1,2,1391.232223,8,1391.232223,1,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
SHEEPSHEAD,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,1,1.54532E+15,7,1,we,8835430301,0,1,0,0,0,1,0,0,0,0,1,2,742.1975856,8,742.1975856,1,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,1,1.54532E+15,7,1,we,,0,0,0,0,0,0,0,0,0,0,1,2,742.1975856,8,742.1975856,0,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,1,1.54532E+15,7,1,we,,0,0,0,0,0,0,0,0,0,0,1,2,742.1975856,8,742.1975856,0,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,1,1.54532E+15,7,1,we,,0,0,0,0,0,0,0,0,0,0,1,2,742.1975856,8,742.1975856,0,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
SPOTTED SEATROUT,202001117weS:8AM-8PM,2.02011E+20,2020,1,7,1,1.58332E+15,7,1,we,8835440102,3,0,4,3,4,0,1244.749752,2.357142857,1659.666336,3.142857143,1,1,1345.970943,8,1345.970943,7,5.5,2904.416088,7,202001117weS:8AM-8PM,,0,5/4/21
PINFISH,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,1,1.58342E+15,7,1,we,8835430201,0,6,0,0,0,6,0,0,0,0,1,2,4832.969487,8,4832.969487,6,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
SHEEPSHEAD,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,1,1.58342E+15,7,1,we,8835430301,5,7,5,5,5,7,1971,8.628793299,1971,8.628793299,1,2,4832.969487,8,4832.969487,17,17.2575866,3942,10,202002117weS:8AM-8PM,,0,5/4/21
,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,1,1.58342E+15,7,1,we,,0,0,0,0,0,0,0,0,0,0,1,2,1610.989829,8,1610.989829,0,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,1,1.58342E+15,7,1,we,,0,0,0,0,0,0,0,0,0,0,1,2,1610.989829,8,1610.989829,0,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,1,1.58342E+15,7,1,we,,0,0,0,0,0,0,0,0,0,0,1,2,1610.989829,8,1610.989829,0,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
SHEEPSHEAD,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,1,1.58342E+15,7,1,we,8835430301,5,2,0,5,0,2,2174,11.3,0,0,1,2,1610.989829,8,1610.989829,7,11.3,2174,5,202002117weS:8AM-8PM,,0,5/4/21
,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,1,1.58342E+15,7,1,we,,0,0,0,0,0,0,0,0,0,0,1,2,1610.989829,8,1610.989829,0,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
RED SNAPPER,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,2,1.52492E+15,7,1,we,8835360107,0,3,0,0,0,3,0,0,0,0,1,2,3124.042362,8,3124.042362,3,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
SHEEPSHEAD,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,2,1.52492E+15,7,1,we,8835430301,5,0,0,10,0,0,1881.5,6.575,0,0,1,2,3124.042362,8,3124.042362,5,6.575,1881.5,5,202002117weS:8AM-8PM,,0,5/4/21
RED DRUM,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,2,1.52492E+15,7,1,we,8835440901,0,2,0,0,0,2,0,0,0,0,1,2,3124.042362,8,3124.042362,2,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
RED SNAPPER,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,2,1.52492E+15,7,1,we,8835360107,0,1,0,0,0,1,0,0,0,0,1,2,3124.042362,8,3124.042362,1,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
RED SNAPPER,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,2,1.52492E+15,7,1,we,8835360107,0,4,0,0,0,4,0,0,0,0,1,2,2343.031772,8,2343.031772,4,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
VERMILION SNAPPER,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,2,1.52492E+15,7,1,we,8835360501,6,0,0,9,0,0,1727.333333,2.4,0,0,1,2,2343.031772,8,2343.031772,6,2.4,1727.333333,6,202002117weS:8AM-8PM,,0,5/4/21
GRAY TRIGGERFISH,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,2,1.52492E+15,7,1,we,8860020201,0,15,0,0,0,15,0,0,0,0,1,2,2343.031772,8,2343.031772,15,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
RED SNAPPER,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,2,1.52492E+15,7,1,we,8835360107,0,4,0,0,0,4,0,0,0,0,1,2,2343.031772,8,2343.031772,4,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
GRAY TRIGGERFISH,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,2,1.52492E+15,7,1,we,8860020201,0,20,0,0,0,20,0,0,0,0,1,2,2343.031772,8,2343.031772,20,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
HARDHEAD CATFISH,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,2,1.52492E+15,7,1,we,8777180202,0,2,0,0,0,2,0,0,0,0,1,2,1562.021181,8,1562.021181,2,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
GULF TOADFISH,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,2,1.52492E+15,7,1,we,8783010202,0,3,0,0,0,3,0,0,0,0,1,2,1562.021181,8,1562.021181,3,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
SAND SEATROUT,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,2,1.52492E+15,7,1,we,8835440106,14,0,0,14,0,0,3840,3.35,0,0,1,2,1562.021181,8,1562.021181,14,3.35,3840,14,202002117weS:8AM-8PM,,0,5/4/21
RED SNAPPER,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,2,1.52492E+15,7,1,we,8835360107,0,8,0,0,0,8,0,0,0,0,1,2,1908.695351,8,1908.695351,8,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
SHEEPSHEAD,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,2,1.52492E+15,7,1,we,8835430301,4,0,0,4,0,0,1395,3.95,0,0,1,2,1908.695351,8,1908.695351,4,3.95,1395,4,202002117weS:8AM-8PM,,0,5/4/21
SAND SEATROUT,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,2,1.52492E+15,7,1,we,8835440106,0,4,0,0,0,4,0,0,0,0,1,2,1908.695351,8,1908.695351,4,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
GRAY TRIGGERFISH,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,2,1.52492E+15,7,1,we,8860020201,0,7,0,0,0,7,0,0,0,0,1,2,1908.695351,8,1908.695351,7,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
GREATER AMBERJACK,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,2,1.54532E+15,7,1,we,8835280801,0,1,0,0,0,1,0,0,0,0,1,2,1391.232223,8,1391.232223,1,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
RED SNAPPER,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,2,1.54532E+15,7,1,we,8835360107,0,1,0,0,0,1,0,0,0,0,1,2,1391.232223,8,1391.232223,1,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
VERMILION SNAPPER,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,2,1.54532E+15,7,1,we,8835360501,0,2,0,0,0,2,0,0,0,0,1,2,1391.232223,8,1391.232223,2,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
SHEEPSHEAD,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,5,1.50982E+15,7,1,we,8835430301,4,0,0,8,0,0,1347.5,3.81,0,0,1,2,1528.177332,8,1528.177332,4,3.81,1347.5,4,202002117weS:8AM-8PM,,0,5/4/21
SAND SEATROUT,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,5,1.50982E+15,7,1,we,8835440106,0,3,0,0,0,3,0,0,0,0,1,2,479.4160651,8,479.4160651,3,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,5,1.52492E+15,7,1,we,,0,0,0,0,0,0,0,0,0,0,1,2,3817.390702,8,3817.390702,0,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
SPOTTED SEATROUT,202001117weS:8AM-8PM,2.02011E+20,2020,1,7,5,1.54532E+15,7,1,we,8835440102,0,3,0,0,0,3,0,0,0,0,1,1,1418.227819,8,1418.227819,3,0,0,0,202001117weS:8AM-8PM,,0,5/4/21
SPOTTED SEATROUT,202001117weS:8AM-8PM,2.02011E+20,2020,1,7,5,1.54532E+15,7,1,we,8835440102,0,1,0,0,0,1,0,0,0,0,1,1,488.6971025,8,488.6971025,1,0,0,0,202001117weS:8AM-8PM,,0,5/4/21
SPOTTED SEATROUT,202001117weS:8AM-8PM,2.02011E+20,2020,1,7,5,1.54532E+15,7,1,we,8835440102,0,8,0,0,0,8,0,0,0,0,1,1,1831.080885,8,1831.080885,8,0,0,0,202001117weS:8AM-8PM,,0,5/4/21
SAND SEATROUT,202001117weS:8AM-8PM,2.02011E+20,2020,1,7,5,1.54532E+15,7,1,we,8835440106,0,1,0,0,0,1,0,0,0,0,1,1,1831.080885,8,1831.080885,1,0,0,0,202001117weS:8AM-8PM,,0,5/4/21
SPOTTED SEATROUT,202001117weS:8AM-8PM,2.02011E+20,2020,1,7,5,1.54532E+15,7,1,we,8835440102,0,4,0,0,0,4,0,0,0,0,1,1,1831.080885,8,1831.080885,4,0,0,0,202001117weS:8AM-8PM,,0,5/4/21
,202001117weS:8AM-8PM,2.02011E+20,2020,1,7,5,1.54532E+15,7,1,we,,0,0,0,0,0,0,0,0,0,0,1,1,252.2298658,8,252.2298658,0,0,0,0,202001117weS:8AM-8PM,,0,5/4/21
,202001117weS:8AM-8PM,2.02011E+20,2020,1,7,5,1.54532E+15,7,1,we,,0,0,0,0,0,0,0,0,0,0,1,1,252.2298658,8,252.2298658,0,0,0,0,202001117weS:8AM-8PM,,0,5/4/21
SHEEPSHEAD,202001117weS:8AM-8PM,2.02011E+20,2020,1,7,5,1.54532E+15,7,1,we,8835430301,0,1,0,0,0,1,0,0,0,0,1,1,1224.741409,8,1224.741409,1,0,0,0,202001117weS:8AM-8PM,,0,5/4/21
SPOTTED SEATROUT,202001117weS:8AM-8PM,2.02011E+20,2020,1,7,5,1.54532E+15,7,1,we,8835440102,0,3,0,0,0,3,0,0,0,0,1,1,1224.741409,8,1224.741409,3,0,0,0,202001117weS:8AM-8PM,,0,5/4/21
,202001117weS:8AM-8PM,2.02011E+20,2020,1,7,5,1.54532E+15,7,1,we,,0,0,0,0,0,0,0,0,0,0,1,1,1224.741409,8,1224.741409,0,0,0,0,202001117weS:8AM-8PM,,0,5/4/21
,202001117wdS:8AM-8PM,2.02011E+20,2020,1,7,5,1.54532E+15,7,1,wd,,0,0,0,0,0,0,0,0,0,0,1,1,1355.922838,8,1355.922838,0,0,0,0,202001117wdS:8AM-8PM,,0,5/4/21
,202001117wdS:8AM-8PM,2.02011E+20,2020,1,7,5,1.54532E+15,7,1,wd,,0,0,0,0,0,0,0,0,0,0,1,1,1355.922838,8,1355.922838,0,0,0,0,202001117wdS:8AM-8PM,,0,5/4/21
ATLANTIC CROAKER,202002117wdS:8AM-8PM,2.02011E+20,2020,1,7,5,1.54532E+15,7,1,wd,8835440702,0,0,1,0,1,0,0,0,230,0.1,1,2,2418.590842,8,2418.590842,1,0.1,230,1,202002117wdS:8AM-8PM,,0,5/4/21
RED DRUM,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,5,1.54582E+15,7,1,we,8835440901,0,1,0,0,0,1,0,0,0,0,1,2,2378.766601,8,2378.766601,1,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
ATLANTIC CROAKER,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,5,1.54582E+15,7,1,we,8835440702,0,12,0,0,0,12,0,0,0,0,1,2,4757.533203,8,4757.533203,12,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
ATLANTIC CROAKER,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,5,1.54582E+15,7,1,we,8835440702,0,2,0,0,0,2,0,0,0,0,1,2,2378.766601,8,2378.766601,2,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
SPOTTED SEATROUT,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,5,1.54582E+15,7,1,we,8835440102,0,1,0,0,0,1,0,0,0,0,1,2,2378.766601,8,2378.766601,1,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
ATLANTIC CROAKER,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,5,1.54582E+15,7,1,we,8835440702,0,20,0,0,0,20,0,0,0,0,1,2,2378.766601,8,2378.766601,20,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,5,1.54582E+15,7,1,we,,0,0,0,0,0,0,0,0,0,0,1,2,2378.766601,8,2378.766601,0,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,5,1.54582E+15,7,1,we,,0,0,0,0,0,0,0,0,0,0,1,2,2378.766601,8,2378.766601,0,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,5,1.54582E+15,7,1,we,,0,0,0,0,0,0,0,0,0,0,1,2,2378.766601,8,2378.766601,0,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,5,1.57342E+15,7,1,we,,0,0,0,0,0,0,0,0,0,0,1,2,7080.908711,8,7080.908711,0,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,5,1.57342E+15,7,1,we,,0,0,0,0,0,0,0,0,0,0,1,2,7080.908711,8,7080.908711,0,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
ATLANTIC CROAKER,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,5,1.57342E+15,7,1,we,8835440702,0,3,0,0,0,3,0,0,0,0,1,2,7137.983291,8,7137.983291,3,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
BLACK DRUM,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,5,1.57342E+15,7,1,we,8835440801,0,2,0,0,0,2,0,0,0,0,1,2,7137.983291,8,7137.983291,2,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
RED DRUM,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,5,1.57342E+15,7,1,we,8835440901,0,1,0,0,0,1,0,0,0,0,1,2,7137.983291,8,7137.983291,1,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
SAND SEATROUT,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,5,1.57342E+15,7,1,we,8835440106,2,0,0,2,0,0,563,0.45,0,0,1,2,7137.983291,8,7137.983291,2,0.45,563,2,202002117weS:8AM-8PM,,0,5/4/21
SILVER PERCH,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,5,1.57342E+15,7,1,we,8835440301,0,4,0,0,0,4,0,0,0,0,1,2,7137.983291,8,7137.983291,4,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
ATLANTIC CROAKER,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,5,1.57342E+15,7,1,we,8835440702,0,3,0,0,0,3,0,0,0,0,1,2,7137.983291,8,7137.983291,3,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
SAND SEATROUT,202001117wdS:8AM-8PM,2.02011E+20,2020,1,7,5,1.58202E+15,7,1,wd,8835440106,3,0,1,3,1,0,880.5,0.75,293.5,0.25,1,1,1402.91275,8,1402.91275,4,1,1174,4,202001117wdS:8AM-8PM,,0,5/4/21
ATLANTIC CROAKER,202001117wdS:8AM-8PM,2.02011E+20,2020,1,7,5,1.58202E+15,7,1,wd,8835440702,7,0,0,7,0,0,1563.333333,0.7,0,0,1,1,1402.91275,8,1402.91275,7,0.7,1563.333333,7,202001117wdS:8AM-8PM,,0,5/4/21
BLACK DRUM,202001117wdS:8AM-8PM,2.02011E+20,2020,1,7,5,1.58202E+15,7,1,wd,8835440801,2,0,0,2,0,0,901,2.8,0,0,1,1,1402.91275,8,1402.91275,2,2.8,901,2,202001117wdS:8AM-8PM,,0,5/4/21
,202001117wdS:8AM-8PM,2.02011E+20,2020,1,7,5,1.58202E+15,7,1,wd,,0,0,0,0,0,0,0,0,0,0,1,1,1402.91275,8,1402.91275,0,0,0,0,202001117wdS:8AM-8PM,,0,5/4/21
,202001117wdS:8AM-8PM,2.02011E+20,2020,1,7,5,1.58202E+15,7,1,wd,,0,0,0,0,0,0,0,0,0,0,1,1,1402.91275,8,1402.91275,0,0,0,0,202001117wdS:8AM-8PM,,0,5/4/21
,202001117wdS:8AM-8PM,2.02011E+20,2020,1,7,5,1.58202E+15,7,1,wd,,0,0,0,0,0,0,0,0,0,0,1,1,1452.659332,8,1452.659332,0,0,0,0,202001117wdS:8AM-8PM,,0,5/4/21
SHEEPSHEAD,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,5,1.58202E+15,7,1,we,8835430301,2,0,0,2,0,0,748,2.4,0,0,1,2,731.433401,8,731.433401,2,2.4,748,2,202002117weS:8AM-8PM,,0,5/4/21
,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,5,1.58202E+15,7,1,we,,0,0,0,0,0,0,0,0,0,0,1,2,731.433401,8,731.433401,0,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
SPOTTED SEATROUT,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,5,1.58202E+15,7,1,we,8835440102,0,2,0,0,0,2,0,0,0,0,1,2,480.9737642,8,480.9737642,2,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
SAND SEATROUT,202001117wdS:8AM-8PM,2.02011E+20,2020,1,7,5,1.58342E+15,7,1,wd,8835440106,9,0,0,9,0,0,2774.571429,3.021428571,0,0,1,1,6400.294119,8,6400.294119,9,3.021428571,2774.571429,9,202001117wdS:8AM-8PM,,0,5/4/21
ATLANTIC CROAKER,202001117wdS:8AM-8PM,2.02011E+20,2020,1,7,5,1.58342E+15,7,1,wd,8835440702,14,0,3,14,3,0,2898,1.54,621,0.33,1,1,6400.294119,8,6400.294119,17,1.87,3519,17,202001117wdS:8AM-8PM,,0,5/4/21
BLACK DRUM,202001117wdS:8AM-8PM,2.02011E+20,2020,1,7,5,1.58342E+15,7,1,wd,8835440801,1,0,0,1,0,0,405,1,0,0,1,1,6400.294119,8,6400.294119,1,1,405,1,202001117wdS:8AM-8PM,,0,5/4/21
SPOTTED SEATROUT,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,5,1.58342E+15,7,1,we,8835440102,0,2,0,0,0,2,0,0,0,0,1,2,4082.786511,8,4082.786511,2,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
RED DRUM,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,5,1.58342E+15,7,1,we,8835440901,0,1,0,0,0,1,0,0,0,0,1,2,4082.786511,8,4082.786511,1,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,5,1.58342E+15,7,1,we,,0,0,0,0,0,0,0,0,0,0,1,2,2455.999283,8,2455.999283,0,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,5,1.58342E+15,7,1,we,,0,0,0,0,0,0,0,0,0,0,1,2,2455.999283,8,2455.999283,0,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
,202002117weS:8AM-8PM,2.02011E+20,2020,1,7,5,1.58342E+15,7,1,we,,0,0,0,0,0,0,0,0,0,0,1,2,2455.999283,8,2455.999283,0,0,0,0,202002117weS:8AM-8PM,,0,5/4/21
HARDHEAD CATFISH,202001117wdS:8AM-8PM,2.02011E+20,2020,1,7,5,1.58362E+15,7,1,wd,8777180202,0,2,0,0,0,2,0,0,0,0,1,1,14837.99275,8,14837.99275,2,0,0,0,202001117wdS:8AM-8PM,,0,5/4/21
SAND SEATROUT,202001117wdS:8AM-8PM,2.02011E+20,2020,1,7,5,1.58362E+15,7,1,wd,8835440106,0,3,0,0,0,3,0,0,0,0,1,1,14837.99275,8,14837.99275,3,0,0,0,202001117wdS:8AM-8PM,,0,5/4/21
ATLANTIC CROAKER,202001117wdS:8AM-8PM,2.02011E+20,2020,1,7,5,1.58362E+15,7,1,wd,8835440702,0,1,0,0,0,1,0,0,0,0,1,1,14837.99275,8,14837.99275,1,0,0,0,202001117wdS:8AM-8PM,,0,5/4/21
SAND SEATROUT,202001117wdS:8AM-8PM,2.02011E+20,2020,1,7,5,1.58362E+15,7,1,wd,8835440106,0,2,0,0,0,2,0,0,0,0,1,1,14837.99275,8,14837.99275,2,0,0,0,202001117wdS:8AM-8PM,,0,5/4/21
ATLANTIC CROAKER,202001117wdS:8AM-8PM,2.02011E+20,2020,1,7,5,1.58362E+15,7,1,wd,8835440702,0,2,0,0,0,2,0,0,0,0,1,1,14837.99275,8,14837.99275,2,0,0,0,202001117wdS:8AM-8PM,,0,5/4/21
SHEEPSHEAD,202001117wdS:8AM-8PM,2.02011E+20,2020,1,7,5,1.58362E+15,7,1,wd,8835430301,2,1,0,2,0,1,706,2.2,0,0,1,1,14837.99275,8,14837.99275,3,2.2,706,2,202001117wdS:8AM-8PM,,0,5/4/21
ATLANTIC CROAKER,202001117wdS:8AM-8PM,2.02011E+20,2020,1,7,5,1.58362E+15,7,1,wd,8835440702,0,5,0,0,0,5,0,0,0,0,1,1,14837.99275,8,14837.99275,5,0,0,0,202001117wdS:8AM-8PM,,0,5/4/21
RED DRUM,202001117wdS:8AM-8PM,2.02011E+20,2020,1,7,5,1.58362E+15,7,1,wd,8835440901,0,1,0,0,0,1,0,0,0,0,1,1,14837.99275,8,14837.99275,1,0,0,0,202001117wdS:8AM-8PM,,0,5/4/21
SHEEPSHEAD,202001117wdS:8AM-8PM,2.02011E+20,2020,1,7,5,1.58362E+15,7,1,wd,8835430301,4,0,0,4,0,0,1346,4.05,0,0,1,1,14837.99275,8,14837.99275,4,4.05,1346,4,202001117wdS:8AM-8PM,,0,5/4/21
