common,strat_id,psu_id,YEAR,ST,MODE_FX,AREA_X,ID_CODE,SUB_REG,WAVE,kod,SP_CODE,CLAIM,RELEASE,HARVEST,CLAIM_UNADJ,HARVEST_UNADJ,RELEASE_UNADJ,tot_len_a,wgt_a,tot_len_b1,wgt_b1,region,month,wp_int,fl_reg,wp_catch,tot_cat,wgt_ab1,tot_len,landing,var_id,arx_method,alt_flag,date_published
,2020011233weS:8AM-8PM,2020112331000920200124,2020,12,3,5,1000920200124011,7,1,we,,0,0,0,0,0,0,0,0,0,0,3,01,12772.416808,8,12772.416808,0,0,0,0,2020011233weS:8AM-8PM,,0,05/04/2021
,2020011233weS:8AM-8PM,2020112331000920200124,2020,12,3,5,1000920200124012,7,1,we,,0,0,0,0,0,0,0,0,0,0,3,01,12772.416808,8,12772.416808,0,0,0,0,2020011233weS:8AM-8PM,,0,05/04/2021
BONNETHEAD,2020021233weS:8AM-8PM,2020112331000920200208,2020,12,3,5,1000920200208001,7,1,we,8708030101,0,1,0,0,0,1,0,0,0,0,3,02,24600.096662,8,24600.096662,1,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
SAND PERCH,2020021233weS:8AM-8PM,2020112331000920200208,2020,12,3,5,1000920200208001,7,1,we,8835021002,0,1,0,0,0,1,0,0,0,0,3,02,24600.096662,8,24600.096662,1,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
PINFISH,2020021233weS:8AM-8PM,2020112331000920200208,2020,12,3,5,1000920200208001,7,1,we,8835430201,0,1,1,0,1,1,0,0,171,0.1,3,02,24600.096662,8,24600.096662,2,0.1,171,1,2020021233weS:8AM-8PM,,0,05/04/2021
SEATROUT GENUS,2020021233weS:8AM-8PM,2020112331000920200208,2020,12,3,5,1000920200208001,7,1,we,8835440100,0,1,0,0,0,1,0,0,0,0,3,02,24600.096662,8,24600.096662,1,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
PINFISH,2020021233weS:8AM-8PM,2020112331000920200208,2020,12,3,5,1000920200208002,7,1,we,8835430201,0,4,0,0,0,4,0,0,0,0,3,02,24600.096662,8,24600.096662,4,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
PINFISH,2020021233weS:8AM-8PM,2020112331000920200208,2020,12,3,5,1000920200208003,7,1,we,8835430201,0,7,0,0,0,7,0,0,0,0,3,02,24600.096662,8,24600.096662,7,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
SPANISH MACKEREL,2020021233weS:8AM-8PM,2020112331000920200208,2020,12,3,5,1000920200208004,7,1,we,8850030502,0,0,1,0,1,0,0,0,355,0.34,3,02,24600.096662,8,24600.096662,1,0.34,355,1,2020021233weS:8AM-8PM,,0,05/04/2021
PINFISH,2020021233weS:8AM-8PM,2020112331000920200208,2020,12,3,5,1000920200208005,7,1,we,8835430201,0,9,1,0,1,9,0,0,156,0.08,3,02,24600.096662,8,24600.096662,10,0.08,156,1,2020021233weS:8AM-8PM,,0,05/04/2021
INSHORE LIZARDFISH,2020021233weS:8AM-8PM,2020112331000920200208,2020,12,3,5,1000920200208006,7,1,we,8762020101,0,1,0,0,0,1,0,0,0,0,3,02,24600.096662,8,24600.096662,1,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
,2020021233weS:8AM-8PM,2020112331000920200208,2020,12,3,5,1000920200208007,7,1,we,,0,0,0,0,0,0,0,0,0,0,3,02,24600.096662,8,24600.096662,0,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
,2020021233weS:8AM-8PM,2020112331000920200208,2020,12,3,5,1000920200208008,7,1,we,,0,0,0,0,0,0,0,0,0,0,3,02,24600.096662,8,24600.096662,0,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
,2020021233weS:8AM-8PM,2020112331000920200208,2020,12,3,5,1000920200208009,7,1,we,,0,0,0,0,0,0,0,0,0,0,3,02,24600.096662,8,24600.096662,0,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
PINFISH,2020021233weS:8AM-8PM,2020112331000920200208,2020,12,3,5,1000920200208010,7,1,we,8835430201,0,10,0,0,0,10,0,0,0,0,3,02,2677.7491728,8,2677.7491728,10,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
PINFISH,2020021233weS:8AM-8PM,2020112331000920200208,2020,12,3,5,1000920200208011,7,1,we,8835430201,0,7,0,0,0,7,0,0,0,0,3,02,2677.7491728,8,2677.7491728,7,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
LANE SNAPPER,2020021233weS:8AM-8PM,2020112331000920200208,2020,12,3,5,1000920200208012,7,1,we,8835360112,0,1,0,0,0,1,0,0,0,0,3,02,2677.7491728,8,2677.7491728,1,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
PINFISH,2020021233weS:8AM-8PM,2020112331000920200208,2020,12,3,5,1000920200208012,7,1,we,8835430201,0,8,0,0,0,8,0,0,0,0,3,02,2677.7491728,8,2677.7491728,8,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
,2020021233weS:8AM-8PM,2020112331000920200208,2020,12,3,5,1000920200208013,7,1,we,,0,0,0,0,0,0,0,0,0,0,3,02,2677.7491728,8,2677.7491728,0,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
,2020021233weS:8AM-8PM,2020112331000920200208,2020,12,3,5,1000920200208014,7,1,we,,0,0,0,0,0,0,0,0,0,0,3,02,2677.7491728,8,2677.7491728,0,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
,2020021233weS:8AM-8PM,2020112331000920200208,2020,12,3,5,1000920200208015,7,1,we,,0,0,0,0,0,0,0,0,0,0,3,02,2677.7491728,8,2677.7491728,0,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
SPOTTAIL PINFISH,2020021233weS:8AM-8PM,2020112331000920200208,2020,12,3,5,1000920200208016,7,1,we,8835430401,0,1,0,0,0,1,0,0,0,0,3,02,2677.7491728,8,2677.7491728,1,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
SPOTTAIL PINFISH,2020021233weS:8AM-8PM,2020112331000920200208,2020,12,3,5,1000920200208017,7,1,we,8835430401,0,4,0,0,0,4,0,0,0,0,3,02,2677.7491728,8,2677.7491728,4,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
GAG,2020021233weS:8AM-8PM,2020112331000920200208,2020,12,3,5,1000920200208018,7,1,we,8835020501,0,1,0,0,0,1,0,0,0,0,3,02,2677.7491728,8,2677.7491728,1,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
GRAY SNAPPER,2020021233weS:8AM-8PM,2020112331000920200208,2020,12,3,5,1000920200208018,7,1,we,8835360102,0,1,0,0,0,1,0,0,0,0,3,02,2677.7491728,8,2677.7491728,1,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
WHITE GRUNT,2020021233weS:8AM-8PM,2020112331000920200208,2020,12,3,5,1000920200208018,7,1,we,8835400102,0,5,0,0,0,5,0,0,0,0,3,02,2677.7491728,8,2677.7491728,5,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
PINFISH,2020021233weS:8AM-8PM,2020112331000920200208,2020,12,3,5,1000920200208018,7,1,we,8835430201,0,12,12,0,12,12,0,0,1977.6,1.104,3,02,2677.7491728,8,2677.7491728,24,1.104,1977.6,12,2020021233weS:8AM-8PM,,0,05/04/2021
GRAY SNAPPER,2020021233weS:8AM-8PM,2020112331000920200208,2020,12,3,5,1000920200208019,7,1,we,8835360102,0,1,0,0,0,1,0,0,0,0,3,02,2677.7491728,8,2677.7491728,1,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
,2020021233weS:8AM-8PM,2020112331000920200208,2020,12,3,5,1000920200208020,7,1,we,,0,0,0,0,0,0,0,0,0,0,3,02,2677.7491728,8,2677.7491728,0,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
PINFISH,2020021233weS:8AM-8PM,2020112331000920200208,2020,12,3,5,1000920200208021,7,1,we,8835430201,0,3,0,0,0,3,0,0,0,0,3,02,2677.7491728,8,2677.7491728,3,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
STINGRAY GENUS,2020021233weN:8PM-8AM,2020112331000920200214,2020,12,3,5,1000920200214003,7,1,we,8713050100,0,1,0,0,0,1,0,0,0,0,3,02,879.07322162,8,879.07322162,1,0,0,0,2020021233weN:8PM-8AM,,0,05/04/2021
STINGRAY GENUS,2020021233weN:8PM-8AM,2020112331000920200214,2020,12,3,5,1000920200214004,7,1,we,8713050100,0,1,0,0,0,1,0,0,0,0,3,02,879.07322162,8,879.07322162,1,0,0,0,2020021233weN:8PM-8AM,,0,05/04/2021
GRAY SNAPPER,2020011223weS:8AM-8PM,2020112231297920200117,2020,12,3,5,1297920200117004,7,1,we,8835360102,0,6,0,0,0,6,0,0,0,0,2,01,569.88960616,8,569.88960616,6,0,0,0,2020011223weS:8AM-8PM,,0,05/04/2021
GRAY SNAPPER,2020011223weS:8AM-8PM,2020112231297920200117,2020,12,3,5,1297920200117005,7,1,we,8835360102,0,8,0,0,0,8,0,0,0,0,2,01,569.88960616,8,569.88960616,8,0,0,0,2020011223weS:8AM-8PM,,0,05/04/2021
WHITE MULLET,2020011223weS:8AM-8PM,2020112231297920200126,2020,12,3,5,1297920200126001,7,1,we,8836010102,16,0,0,16,0,0,4321,4.54,0,0,2,01,3386.2483511,8,3386.2483511,16,4.54,4321,16,2020011223weS:8AM-8PM,,0,05/04/2021
WHITE MULLET,2020011223weS:8AM-8PM,2020112231297920200126,2020,12,3,5,1297920200126002,7,1,we,8836010102,18,0,0,18,0,0,4786,4.78,0,0,2,01,3386.2483511,8,3386.2483511,18,4.78,4786,18,2020011223weS:8AM-8PM,,0,05/04/2021
,2020021233weS:8AM-8PM,2020112331297920200209,2020,12,3,5,1297920200209001,7,1,we,,0,0,0,0,0,0,0,0,0,0,3,02,9961.9957677,8,9961.9957677,0,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
,2020021233weS:8AM-8PM,2020112331297920200209,2020,12,3,5,1297920200209002,7,1,we,,0,0,0,0,0,0,0,0,0,0,3,02,6535.7404287,8,6535.7404287,0,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
,2020021233weS:8AM-8PM,2020112331297920200209,2020,12,3,5,1297920200209003,7,1,we,,0,0,0,0,0,0,0,0,0,0,3,02,6535.7404287,8,6535.7404287,0,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
,2020021233weS:8AM-8PM,2020112331297920200209,2020,12,3,5,1297920200209004,7,1,we,,0,0,0,0,0,0,0,0,0,0,3,02,6535.7404287,8,6535.7404287,0,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
,2020021233weS:8AM-8PM,2020112331297920200209,2020,12,3,5,1297920200209005,7,1,we,,0,0,0,0,0,0,0,0,0,0,3,02,6535.7404287,8,6535.7404287,0,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
,2020021233weS:8AM-8PM,2020112331297920200209,2020,12,3,5,1297920200209006,7,1,we,,0,0,0,0,0,0,0,0,0,0,3,02,6535.7404287,8,6535.7404287,0,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
,2020021233weS:8AM-8PM,2020112331297920200209,2020,12,3,5,1297920200209007,7,1,we,,0,0,0,0,0,0,0,0,0,0,3,02,6535.7404287,8,6535.7404287,0,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
PINFISH,2020021233weS:8AM-8PM,2020112331297920200209,2020,12,3,5,1297920200209008,7,1,we,8835430201,0,0,2,0,2,0,0,0,308,0.16,3,02,6535.7404287,8,6535.7404287,2,0.16,308,2,2020021233weS:8AM-8PM,,0,05/04/2021
,2020021233weS:8AM-8PM,2020112331297920200209,2020,12,3,5,1297920200209009,7,1,we,,0,0,0,0,0,0,0,0,0,0,3,02,6535.7404287,8,6535.7404287,0,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
,2020021233weS:8AM-8PM,2020112331297920200209,2020,12,3,5,1297920200209010,7,1,we,,0,0,0,0,0,0,0,0,0,0,3,02,6535.7404287,8,6535.7404287,0,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
SPOTTED SEATROUT,2020021233weS:8AM-8PM,2020112331297920200209,2020,12,3,5,1297920200209011,7,1,we,8835440102,0,1,0,0,0,1,0,0,0,0,3,02,6535.7404287,8,6535.7404287,1,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
,2020021233weS:8AM-8PM,2020112331297920200209,2020,12,3,5,1297920200209012,7,1,we,,0,0,0,0,0,0,0,0,0,0,3,02,6535.7404287,8,6535.7404287,0,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
PINFISH,2020021233weS:8AM-8PM,2020112331297920200209,2020,12,3,5,1297920200209013,7,1,we,8835430201,0,0,1,0,1,0,0,0,156,0.08,3,02,6535.7404287,8,6535.7404287,1,0.08,156,1,2020021233weS:8AM-8PM,,0,05/04/2021
RED DRUM,2020021233weS:8AM-8PM,2020112331297920200209,2020,12,3,5,1297920200209014,7,1,we,8835440901,0,2,0,0,0,2,0,0,0,0,3,02,6535.7404287,8,6535.7404287,2,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
,2020021233weS:8AM-8PM,2020112331297920200209,2020,12,3,5,1297920200209015,7,1,we,,0,0,0,0,0,0,0,0,0,0,3,02,6535.7404287,8,6535.7404287,0,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
PINFISH,2020021233weS:8AM-8PM,2020112331297920200209,2020,12,3,5,1297920200209016,7,1,we,8835430201,0,1,0,0,0,1,0,0,0,0,3,02,6535.7404287,8,6535.7404287,1,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
SOUTHERN PUFFER,2020021233weS:8AM-8PM,2020112331297920200209,2020,12,3,5,1297920200209016,7,1,we,8861010208,0,1,0,0,0,1,0,0,0,0,3,02,6535.7404287,8,6535.7404287,1,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
HARDHEAD CATFISH,2020021233weS:8AM-8PM,2020112331297920200209,2020,12,3,5,1297920200209017,7,1,we,8777180202,0,1,0,0,0,1,0,0,0,0,3,02,6535.7404287,8,6535.7404287,1,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
,2020021233weS:8AM-8PM,2020112331297920200209,2020,12,3,5,1297920200209018,7,1,we,,0,0,0,0,0,0,0,0,0,0,3,02,6535.7404287,8,6535.7404287,0,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
HARDHEAD CATFISH,2020021233weS:8AM-8PM,2020112331297920200209,2020,12,3,5,1297920200209019,7,1,we,8777180202,0,1,0,0,0,1,0,0,0,0,3,02,6535.7404287,8,6535.7404287,1,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
SOUTHERN PUFFER,2020021233weS:8AM-8PM,2020112331297920200209,2020,12,3,5,1297920200209019,7,1,we,8861010208,0,2,0,0,0,2,0,0,0,0,3,02,6535.7404287,8,6535.7404287,2,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
PINFISH,2020011243weS:8AM-8PM,2020112431529520200112,2020,12,3,5,1529520200112001,7,1,we,8835430201,0,2,0,0,0,2,0,0,0,0,4,01,9264.0599298,8,9264.0599298,2,0,0,0,2020011243weS:8AM-8PM,,0,05/04/2021
SOUTHERN PUFFER,2020011243weS:8AM-8PM,2020112431529520200112,2020,12,3,5,1529520200112001,7,1,we,8861010208,0,1,0,0,0,1,0,0,0,0,4,01,9264.0599298,8,9264.0599298,1,0,0,0,2020011243weS:8AM-8PM,,0,05/04/2021
SOUTHERN PUFFER,2020011243weS:8AM-8PM,2020112431529520200112,2020,12,3,5,1529520200112002,7,1,we,8861010208,0,1,0,0,0,1,0,0,0,0,4,01,9264.0599298,8,9264.0599298,1,0,0,0,2020011243weS:8AM-8PM,,0,05/04/2021
GRAY SNAPPER,2020011243weS:8AM-8PM,2020112431529520200112,2020,12,3,5,1529520200112003,7,1,we,8835360102,0,3,0,0,0,3,0,0,0,0,4,01,9264.0599298,8,9264.0599298,3,0,0,0,2020011243weS:8AM-8PM,,0,05/04/2021
,2020011243weS:8AM-8PM,2020112431529520200112,2020,12,3,5,1529520200112004,7,1,we,,0,0,0,0,0,0,0,0,0,0,4,01,9264.0599298,8,9264.0599298,0,0,0,0,2020011243weS:8AM-8PM,,0,05/04/2021
GRAY SNAPPER,2020011243weS:8AM-8PM,2020112431529520200112,2020,12,3,5,1529520200112005,7,1,we,8835360102,0,1,0,0,0,1,0,0,0,0,4,01,9264.0599298,8,9264.0599298,1,0,0,0,2020011243weS:8AM-8PM,,0,05/04/2021
SHEEPSHEAD,2020011243weS:8AM-8PM,2020112431529520200112,2020,12,3,5,1529520200112005,7,1,we,8835430301,0,1,0,0,0,1,0,0,0,0,4,01,9264.0599298,8,9264.0599298,1,0,0,0,2020011243weS:8AM-8PM,,0,05/04/2021
SOUTHERN PUFFER,2020011243weS:8AM-8PM,2020112431529520200112,2020,12,3,5,1529520200112005,7,1,we,8861010208,0,1,0,0,0,1,0,0,0,0,4,01,9264.0599298,8,9264.0599298,1,0,0,0,2020011243weS:8AM-8PM,,0,05/04/2021
GRAY SNAPPER,2020011243weS:8AM-8PM,2020112431529520200112,2020,12,3,5,1529520200112006,7,1,we,8835360102,0,2,0,0,0,2,0,0,0,0,4,01,9264.0599298,8,9264.0599298,2,0,0,0,2020011243weS:8AM-8PM,,0,05/04/2021
SOUTHERN PUFFER,2020011243weS:8AM-8PM,2020112431529520200112,2020,12,3,5,1529520200112007,7,1,we,8861010208,0,1,0,0,0,1,0,0,0,0,4,01,9264.0599298,8,9264.0599298,1,0,0,0,2020011243weS:8AM-8PM,,0,05/04/2021
GRAY SNAPPER,2020011243weS:8AM-8PM,2020112431529520200112,2020,12,3,5,1529520200112008,7,1,we,8835360102,0,2,0,0,0,2,0,0,0,0,4,01,9264.0599298,8,9264.0599298,2,0,0,0,2020011243weS:8AM-8PM,,0,05/04/2021
,2020011243weS:8AM-8PM,2020112431529520200112,2020,12,3,5,1529520200112009,7,1,we,,0,0,0,0,0,0,0,0,0,0,4,01,17707.046321,8,17707.046321,0,0,0,0,2020011243weS:8AM-8PM,,0,05/04/2021
,2020011243weS:8AM-8PM,2020112431529520200112,2020,12,3,5,1529520200112010,7,1,we,,0,0,0,0,0,0,0,0,0,0,4,01,17707.046321,8,17707.046321,0,0,0,0,2020011243weS:8AM-8PM,,0,05/04/2021
STINGRAY GENUS,2020011243weS:8AM-8PM,2020112431529520200112,2020,12,3,5,1529520200112011,7,1,we,8713050100,0,1,0,0,0,1,0,0,0,0,4,01,17707.046321,8,17707.046321,1,0,0,0,2020011243weS:8AM-8PM,,0,05/04/2021
GRAY SNAPPER,2020011243weS:8AM-8PM,2020112431529520200112,2020,12,3,5,1529520200112011,7,1,we,8835360102,0,3,0,0,0,3,0,0,0,0,4,01,17707.046321,8,17707.046321,3,0,0,0,2020011243weS:8AM-8PM,,0,05/04/2021
GRAY SNAPPER,2020011243weS:8AM-8PM,2020112431529520200112,2020,12,3,5,1529520200112012,7,1,we,8835360102,0,3,0,0,0,3,0,0,0,0,4,01,17707.046321,8,17707.046321,3,0,0,0,2020011243weS:8AM-8PM,,0,05/04/2021
GRAY SNAPPER,2020011243weS:8AM-8PM,2020112431529520200112,2020,12,3,5,1529520200112013,7,1,we,8835360102,0,2,0,0,0,2,0,0,0,0,4,01,17707.046321,8,17707.046321,2,0,0,0,2020011243weS:8AM-8PM,,0,05/04/2021
GRAY SNAPPER,2020011243weS:8AM-8PM,2020112431529520200112,2020,12,3,5,1529520200112014,7,1,we,8835360102,0,1,0,0,0,1,0,0,0,0,4,01,17707.046321,8,17707.046321,1,0,0,0,2020011243weS:8AM-8PM,,0,05/04/2021
GRAY SNAPPER,2020011243weS:8AM-8PM,2020112431529520200112,2020,12,3,5,1529520200112015,7,1,we,8835360102,0,1,0,0,0,1,0,0,0,0,4,01,17707.046321,8,17707.046321,1,0,0,0,2020011243weS:8AM-8PM,,0,05/04/2021
GRAY SNAPPER,2020011243weS:8AM-8PM,2020112431529520200112,2020,12,3,5,1529520200112016,7,1,we,8835360102,0,1,0,0,0,1,0,0,0,0,4,01,17707.046321,8,17707.046321,1,0,0,0,2020011243weS:8AM-8PM,,0,05/04/2021
,2020011243weS:8AM-8PM,2020112431529520200112,2020,12,3,5,1529520200112017,7,1,we,,0,0,0,0,0,0,0,0,0,0,4,01,17707.046321,8,17707.046321,0,0,0,0,2020011243weS:8AM-8PM,,0,05/04/2021
,2020011243weS:8AM-8PM,2020112431529520200112,2020,12,3,5,1529520200112018,7,1,we,,0,0,0,0,0,0,0,0,0,0,4,01,17707.046321,8,17707.046321,0,0,0,0,2020011243weS:8AM-8PM,,0,05/04/2021
GRAY SNAPPER,2020011243weS:8AM-8PM,2020112431529520200112,2020,12,3,5,1529520200112019,7,1,we,8835360102,0,2,0,0,0,2,0,0,0,0,4,01,17707.046321,8,17707.046321,2,0,0,0,2020011243weS:8AM-8PM,,0,05/04/2021
GRAY SNAPPER,2020011243weS:8AM-8PM,2020112431529520200112,2020,12,3,5,1529520200112020,7,1,we,8835360102,0,3,0,0,0,3,0,0,0,0,4,01,17707.046321,8,17707.046321,3,0,0,0,2020011243weS:8AM-8PM,,0,05/04/2021
GRAY SNAPPER,2020011243weS:8AM-8PM,2020112431529520200112,2020,12,3,5,1529520200112021,7,1,we,8835360102,0,2,0,0,0,2,0,0,0,0,4,01,17707.046321,8,17707.046321,2,0,0,0,2020011243weS:8AM-8PM,,0,05/04/2021
GRAY SNAPPER,2020011243weS:8AM-8PM,2020112431529520200112,2020,12,3,5,1529520200112022,7,1,we,8835360102,0,2,0,0,0,2,0,0,0,0,4,01,17707.046321,8,17707.046321,2,0,0,0,2020011243weS:8AM-8PM,,0,05/04/2021
GRAY SNAPPER,2020011243weS:8AM-8PM,2020112431529520200112,2020,12,3,5,1529520200112023,7,1,we,8835360102,0,1,0,0,0,1,0,0,0,0,4,01,17707.046321,8,17707.046321,1,0,0,0,2020011243weS:8AM-8PM,,0,05/04/2021
GRAY SNAPPER,2020011243weS:8AM-8PM,2020112431529520200112,2020,12,3,5,1529520200112024,7,1,we,8835360102,0,7,0,0,0,7,0,0,0,0,4,01,17707.046321,8,17707.046321,7,0,0,0,2020011243weS:8AM-8PM,,0,05/04/2021
GRAY SNAPPER,2020011243weS:8AM-8PM,2020112431529520200112,2020,12,3,5,1529520200112025,7,1,we,8835360102,0,2,0,0,0,2,0,0,0,0,4,01,17707.046321,8,17707.046321,2,0,0,0,2020011243weS:8AM-8PM,,0,05/04/2021
GRAY SNAPPER,2020011243weS:8AM-8PM,2020112431529520200112,2020,12,3,5,1529520200112026,7,1,we,8835360102,0,2,0,0,0,2,0,0,0,0,4,01,17707.046321,8,17707.046321,2,0,0,0,2020011243weS:8AM-8PM,,0,05/04/2021
,2020011233weS:8AM-8PM,2020112331546620200103,2020,12,3,5,1546620200103004,7,1,we,,0,0,0,0,0,0,0,0,0,0,3,01,3377.0912064,8,3377.0912064,0,0,0,0,2020011233weS:8AM-8PM,,0,05/04/2021
,2020011233weS:8AM-8PM,2020112331546620200103,2020,12,3,5,1546620200103008,7,1,we,,0,0,0,0,0,0,0,0,0,0,3,01,2573.9427674,8,2573.9427674,0,0,0,0,2020011233weS:8AM-8PM,,0,05/04/2021
,2020011233weS:8AM-8PM,2020112331546620200103,2020,12,3,5,1546620200103009,7,1,we,,0,0,0,0,0,0,0,0,0,0,3,01,2573.9427674,8,2573.9427674,0,0,0,0,2020011233weS:8AM-8PM,,0,05/04/2021
GRAY SNAPPER,2020011233weS:8AM-8PM,2020112331546620200104,2020,12,3,5,1546620200104001,7,1,we,8835360102,0,12,0,0,0,12,0,0,0,0,3,01,7319.1070214,8,7319.1070214,12,0,0,0,2020011233weS:8AM-8PM,,0,05/04/2021
PINFISH,2020011233weS:8AM-8PM,2020112331546620200104,2020,12,3,5,1546620200104001,7,1,we,8835430201,0,2,0,0,0,2,0,0,0,0,3,01,7319.1070214,8,7319.1070214,2,0,0,0,2020011233weS:8AM-8PM,,0,05/04/2021
CREVALLE JACK,2020011233weS:8AM-8PM,2020112331546620200104,2020,12,3,5,1546620200104002,7,1,we,8835280303,0,1,0,0,0,1,0,0,0,0,3,01,7319.1070214,8,7319.1070214,1,0,0,0,2020011233weS:8AM-8PM,,0,05/04/2021
GRAY SNAPPER,2020011233weS:8AM-8PM,2020112331546620200104,2020,12,3,5,1546620200104002,7,1,we,8835360102,0,6,0,0,0,6,0,0,0,0,3,01,7319.1070214,8,7319.1070214,6,0,0,0,2020011233weS:8AM-8PM,,0,05/04/2021
SHEEPSHEAD,2020011233weS:8AM-8PM,2020112331546620200104,2020,12,3,5,1546620200104002,7,1,we,8835430301,0,1,0,0,0,1,0,0,0,0,3,01,7319.1070214,8,7319.1070214,1,0,0,0,2020011233weS:8AM-8PM,,0,05/04/2021
GRAY SNAPPER,2020011233weS:8AM-8PM,2020112331546620200104,2020,12,3,5,1546620200104003,7,1,we,8835360102,0,2,0,0,0,2,0,0,0,0,3,01,3660.9720229,8,3660.9720229,2,0,0,0,2020011233weS:8AM-8PM,,0,05/04/2021
PINFISH,2020011233weS:8AM-8PM,2020112331546620200104,2020,12,3,5,1546620200104004,7,1,we,8835430201,0,2,0,0,0,2,0,0,0,0,3,01,3660.9720229,8,3660.9720229,2,0,0,0,2020011233weS:8AM-8PM,,0,05/04/2021
PINFISH,2020011233weS:8AM-8PM,2020112331546620200104,2020,12,3,5,1546620200104005,7,1,we,8835430201,0,1,0,0,0,1,0,0,0,0,3,01,3660.9720229,8,3660.9720229,1,0,0,0,2020011233weS:8AM-8PM,,0,05/04/2021
REQUIEM SHARK FAMILY,2020011233weS:8AM-8PM,2020112331546620200105,2020,12,3,5,1546620200105001,7,1,we,8708020000,0,1,0,0,0,1,0,0,0,0,3,01,16421.171409,8,16421.171409,1,0,0,0,2020011233weS:8AM-8PM,,0,05/04/2021
PINFISH,2020011233weS:8AM-8PM,2020112331546620200105,2020,12,3,5,1546620200105001,7,1,we,8835430201,0,0,1,0,1,0,0,0,154,0.08,3,01,16421.171409,8,16421.171409,1,0.08,154,1,2020011233weS:8AM-8PM,,0,05/04/2021
,2020011233weS:8AM-8PM,2020112331546620200105,2020,12,3,5,1546620200105002,7,1,we,,0,0,0,0,0,0,0,0,0,0,3,01,16421.171409,8,16421.171409,0,0,0,0,2020011233weS:8AM-8PM,,0,05/04/2021
COMMON SNOOK,2020021233weS:8AM-8PM,2020112331546620200202,2020,12,3,5,1546620200202029,7,1,we,8835010105,0,1,0,0,0,1,0,0,0,0,3,02,536.85475621,8,536.85475621,1,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
,2020021233weS:8AM-8PM,2020112331546620200209,2020,12,3,5,1546620200209007,7,1,we,,0,0,0,0,0,0,0,0,0,0,3,02,1130.6755738,8,1130.6755738,0,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
,2020021233weS:8AM-8PM,2020112331546620200228,2020,12,3,5,1546620200228001,7,1,we,,0,0,0,0,0,0,0,0,0,0,3,02,21683.806133,8,21683.806133,0,0,0,0,2020021233weS:8AM-8PM,,0,05/04/2021
,2020011223wdS:8AM-8PM,2020112231565420200128,2020,12,3,5,1565420200128001,7,1,wd,,0,0,0,0,0,0,0,0,0,0,2,01,13437.262102,8,13437.262102,0,0,0,0,2020011223wdS:8AM-8PM,,0,05/04/2021
SHEEPSHEAD,2020011223wdS:8AM-8PM,2020112231565420200128,2020,12,3,5,1565420200128002,7,1,wd,8835430301,0,14,0,0,0,14,0,0,0,0,2,01,13437.262102,8,13437.262102,14,0,0,0,2020011223wdS:8AM-8PM,,0,05/04/2021
