prim2_common,prim1_common,strat_id,psu_id,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,BOAT_HRS,NUM_TYP9,telefon,COASTAL,kod,ASG_CODE,MODE_ASG,new_list,PRT_CODE,CELLTYPE,region,strat_interval,month,fshinsp_a,num_fish_a,COUNTY,TIME,tsn1,tsn2,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,GENDER,AGE,REEF,date1,DIST,prim1,prim2,MODE2001,TURTLE,REEFCODE,AREA_NC,ART_REEF,muni_res,muni_trp,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,ZIP,date_published
,LEFTEYE FLOUNDER FAMILY,2020011213weS:8AM-8PM,2020112131581720200124,2020,7,12,91,12,91,667,1,3,1,3,3.5,0.00,300,50,1,1,1,0,0,,,1581720200124005,7,1,1,,,,,Y,we,1581720200124,1,,1581720200124005,1,1,S:8AM-8PM,01,2,10,OKALOOSA,1301,172714,,3,1,,8,2,1,1,72,2,20FEB202011:30,3,8857030000,,,,,,,,,4821.0048231,2020011213weS:8AM-8PM,,0,1581720200124005,32547,05/04/2021
,,2020011213weS:8AM-8PM,2020112131581720200124,2020,6,13,121,12,91,667,1,3,1,3,3.5,0.00,10,0,1,1,0,0,0,,,1581720200124006,7,1,2,,,,,O,we,1581720200124,1,,1581720200124006,1,1,S:8AM-8PM,01,0,4,,1328,,,3,1,,8,1,8,1,55,2,20FEB202011:30,3,,,,,,,,,,4821.0048231,2020011213weS:8AM-8PM,,0,1581720200124006,30349,05/04/2021
,,2020011213weS:8AM-8PM,2020112131581720200124,2020,7,12,91,12,91,667,1,3,1,3,5,,30,10,1,0,0,0,0,,,1581720200124007,7,1,2,,,,,Y,we,1581720200124,1,,1581720200124007,,1,S:8AM-8PM,01,,,OKALOOSA,1349,,,3,1,,8,2,8,1,57,2,20FEB202011:30,3,,,,,,,,,,4821.0048231,2020011213weS:8AM-8PM,,0,1581720200124007,32541,05/04/2021
,,2020011213weS:8AM-8PM,2020112131581720200124,2020,7,12,131,12,91,667,1,3,1,3,1.5,,12,0,1,0,0,0,0,,,1581720200124008,7,1,2,,,,,Y,we,1581720200124,1,,1581720200124008,,1,S:8AM-8PM,01,,,WALTON,1357,,,3,1,,8,1,8,1,47,2,20FEB202011:30,3,,,,,,,,,,4821.0048231,2020011213weS:8AM-8PM,,0,1581720200124008,32439,05/04/2021
,,2020011213weS:8AM-8PM,2020112131581720200124,2020,4,9,7,12,91,667,1,3,1,3,2.5,,0,0,1,0,0,0,0,,,1581720200124009,7,1,2,,,,,O,we,1581720200124,1,,1581720200124009,,1,S:8AM-8PM,01,,,MIDDLESEX,1400,,,3,1,,8,1,8,1,68,2,20FEB202011:30,3,,,,,,,,,,7205.2277925,2020011213weS:8AM-8PM,,0,1581720200124009,06413,05/04/2021
,,2020011213weS:8AM-8PM,2020112131581720200124,2020,7,1,3,12,91,667,1,3,1,3,1,0.00,1,0,1,1,0,0,0,,,1581720200124010,7,1,2,,,,,O,we,1581720200124,1,,1581720200124010,1,1,S:8AM-8PM,01,,,BALDWIN,1533,,,3,1,,8,2,8,1,15,2,20FEB202011:30,3,,,,,,,,,,7205.2277925,2020011213weS:8AM-8PM,,0,1581720200124010,36526,05/04/2021
,,2020011213weS:8AM-8PM,2020112131581720200124,2020,0,17,179,12,91,667,1,3,1,3,9,0.00,2,0,1,0,1,0,0,,,1581720200124011,7,1,1,,,,,O,we,1581720200124,1,,1581720200124011,1,1,S:8AM-8PM,01,1,0,,1541,,,3,1,,8,1,1,1,60,2,20FEB202011:30,3,,,,,,,,,,7205.2277925,2020011213weS:8AM-8PM,,0,1581720200124011,61611,05/04/2021
,,2020011283wdS:8AM-8PM,2020112831582920200106,2020,0,26,75,12,87,912,3,3,1,3,4,0.00,7,2,1,1,0,0,0,,,1582920200106001,7,1,2,,,,,O,wd,1582920200106,1,,1582920200106001,1,8,S:8AM-8PM,01,,,,1459,,,1,1,,8,1,8,1,44,2,20FEB202011:30,3,,,,,,,,,,21042.623807,2020011283wdS:8AM-8PM,,0,1582920200106001,49230,05/04/2021
,,2020011283wdS:8AM-8PM,2020112831582920200106,2020,0,26,75,12,87,912,3,3,1,3,4,,2,2,1,0,0,0,0,,,1582920200106002,7,1,2,,,,,O,wd,1582920200106,1,,1582920200106002,,8,S:8AM-8PM,01,,,,1500,,,1,1,,8,2,8,1,18,2,20FEB202011:30,3,,,,,,,,,,21042.623807,2020011283wdS:8AM-8PM,,0,1582920200106002,49230,05/04/2021
,,2020011283wdS:8AM-8PM,2020112831582920200106,2020,0,26,75,12,87,912,3,3,1,3,4,,2,2,1,0,0,0,0,,,1582920200106003,7,1,2,,,,,O,wd,1582920200106,1,,1582920200106003,,8,S:8AM-8PM,01,,,,1501,,,1,1,,8,2,8,1,999,2,20FEB202011:30,3,,,,,,,,,,21042.623807,2020011283wdS:8AM-8PM,,0,1582920200106003,49230,05/04/2021
,,2020011283wdS:8AM-8PM,2020112831582920200106,2020,0,26,161,12,87,912,3,3,1,3,2,0.00,1,1,1,1,0,0,0,,,1582920200106004,7,1,2,,,,,O,wd,1582920200106,1,,1582920200106004,1,8,S:8AM-8PM,01,,,,1641,,,1,1,,8,1,8,1,63,2,20FEB202011:30,3,,,,,,,,,,21042.623807,2020011283wdS:8AM-8PM,,0,1582920200106004,48176,05/04/2021
,,2020011283weS:8AM-8PM,2020112831582920200118,2020,6,12,86,12,87,912,3,3,1,3,3,,3,0,1,0,0,0,0,,,1582920200118001,7,1,2,,,,,O,we,1582920200118,1,,1582920200118001,,8,S:8AM-8PM,01,,,MIAMI-DADE,1441,,,1,1,,8,1,8,1,22,2,20FEB202011:30,3,,,,,,,,,,3804.4164721,2020011283weS:8AM-8PM,,0,1582920200118001,33176,05/04/2021
,,2020011283weS:8AM-8PM,2020112831582920200118,2020,6,12,86,12,87,912,3,3,1,3,3,,0,0,1,0,0,0,0,,,1582920200118002,7,1,2,,,,,O,we,1582920200118,1,,1582920200118002,,8,S:8AM-8PM,01,,,MIAMI-DADE,1442,,,1,1,,8,2,8,2,23,2,20FEB202011:30,3,,,,,,,,,,3804.4164721,2020011283weS:8AM-8PM,,0,1582920200118002,33176,05/04/2021
,,2020011283weS:8AM-8PM,2020112831582920200118,2020,6,12,95,12,87,912,3,3,1,3,3.5,0.00,0,0,1,1,5,0,0,,,1582920200118003,7,1,1,,,,,O,we,1582920200118,1,,1582920200118003,1,8,S:8AM-8PM,01,5,0,ORANGE,1635,,,1,1,,8,1,1,1,48,2,20FEB202011:30,3,,,,,,,,,,3804.4164721,2020011283weS:8AM-8PM,,0,1582920200118003,99998,05/04/2021
,,2020011283weS:8AM-8PM,2020112831582920200118,2020,6,12,95,12,87,912,3,3,1,3,3.5,0.00,0,0,1,1,5,0,0,,,1582920200118004,7,1,1,,,,,O,we,1582920200118,1,,1582920200118004,1,8,S:8AM-8PM,01,5,0,ORANGE,1636,,,1,1,,8,2,1,2,48,2,20FEB202011:30,3,,,,,,,,,,3804.4164721,2020011283weS:8AM-8PM,,0,1582920200118004,32805,05/04/2021
,,2020021283weS:8AM-8PM,2020112831582920200209,2020,6,12,86,12,87,3719,3,3,1,3,1.5,0.00,24,4,1,1,0,0,0,,,1582920200209001,7,1,2,,,,,O,we,1582920200209,1,,1582920200209001,1,8,S:8AM-8PM,02,,,MIAMI-DADE,1630,,,1,1,,8,1,8,1,51,2,16MAR202011:01,3,,,,,,,,,,2437.6568519,2020021283weS:8AM-8PM,,0,1582920200209001,33193,05/04/2021
,,2020021283weS:8AM-8PM,2020112831582920200209,2020,6,12,86,12,87,3719,3,3,1,3,1.5,,24,4,1,0,0,0,0,,,1582920200209002,7,1,2,,,,,O,we,1582920200209,1,,1582920200209002,,8,S:8AM-8PM,02,,,MIAMI-DADE,1631,,,1,1,,8,2,8,2,43,2,16MAR202011:01,3,,,,,,,,,,2437.6568519,2020021283weS:8AM-8PM,,0,1582920200209002,33193,05/04/2021
,,2020021283weS:8AM-8PM,2020112831582920200209,2020,6,12,86,12,87,3719,3,3,1,3,1.5,,24,4,1,0,0,0,0,,,1582920200209003,7,1,2,,,,,O,we,1582920200209,1,,1582920200209003,,8,S:8AM-8PM,02,,,MIAMI-DADE,1632,,,1,1,,8,2,8,2,21,2,16MAR202011:01,3,,,,,,,,,,2437.6568519,2020021283weS:8AM-8PM,,0,1582920200209003,33193,05/04/2021
,,2020021283weS:8AM-8PM,2020112831582920200209,2020,6,12,86,12,87,3719,3,3,1,3,1.5,,24,4,1,0,0,0,0,,,1582920200209004,7,1,2,,,,,O,we,1582920200209,1,,1582920200209004,,8,S:8AM-8PM,02,,,MIAMI-DADE,1633,,,1,1,,8,2,8,2,18,2,16MAR202011:01,3,,,,,,,,,,2437.6568519,2020021283weS:8AM-8PM,,0,1582920200209004,33193,05/04/2021
,,2020021283weS:8AM-8PM,2020112831582920200209,2020,6,12,86,12,87,3738,3,3,1,3,1,,3,0,1,0,0,0,0,,,1582920200209005,7,1,2,,,,,O,we,1582920200209,1,,1582920200209005,,8,S:8AM-8PM,02,,,MIAMI-DADE,1709,,,1,1,,8,1,8,1,27,2,16MAR202011:01,3,,,,,,,,,,31506.606616,2020021283weS:8AM-8PM,,0,1582920200209005,33175,05/04/2021
,,2020021283weS:8AM-8PM,2020112831582920200209,2020,6,12,86,12,87,3738,3,3,1,3,1,,3,0,1,0,0,0,0,,,1582920200209006,7,1,2,,,,,O,we,1582920200209,1,,1582920200209006,,8,S:8AM-8PM,02,,,MIAMI-DADE,1710,,,1,1,,8,2,8,2,24,2,16MAR202011:01,3,,,,,,,,,,31506.606616,2020021283weS:8AM-8PM,,0,1582920200209006,33175,05/04/2021
,,2020021283weS:8AM-8PM,2020112831582920200209,2020,6,12,85,12,87,3738,3,3,1,3,3.5,0.00,20,0,1,2,0,0,0,,,1582920200209007,7,1,2,,,,,O,we,1582920200209,1,,1582920200209007,1,8,S:8AM-8PM,02,,,MARTIN,1802,,,1,1,,8,1,8,1,50,2,16MAR202011:01,3,,,,,,,,,,31506.606616,2020021283weS:8AM-8PM,,0,1582920200209007,34990,05/04/2021
,,2020021283weS:8AM-8PM,2020112831582920200209,2020,6,12,85,12,87,3738,3,3,1,3,3.5,0.00,20,0,1,2,0,0,0,,,1582920200209008,7,1,2,,,,,O,we,1582920200209,1,,1582920200209008,1,8,S:8AM-8PM,02,,,MARTIN,1803,,,1,1,,8,2,8,1,51,2,16MAR202011:01,3,,,,,,,,,,31506.606616,2020021283weS:8AM-8PM,,0,1582920200209008,34990,05/04/2021
,,2020021283weS:8AM-8PM,2020112831582920200209,2020,6,12,86,12,87,3738,3,3,1,3,1,0.00,0,0,1,2,0,0,0,,,1582920200209009,7,1,2,,,,,O,we,1582920200209,1,,1582920200209009,1,8,S:8AM-8PM,02,,,MIAMI-DADE,1838,,,1,1,,8,2,8,1,84,2,16MAR202011:01,3,,,,,,,,,,31506.606616,2020021283weS:8AM-8PM,,0,1582920200209009,33010,05/04/2021
,,2020021283weS:8AM-8PM,2020112831582920200209,2020,6,12,86,12,87,3738,3,3,1,3,1,0.00,0,0,1,2,0,0,0,,,1582920200209010,7,1,2,,,,,O,we,1582920200209,1,,1582920200209010,1,8,S:8AM-8PM,02,,,MIAMI-DADE,1839,,,1,1,,8,2,8,2,999,2,16MAR202011:01,3,,,,,,,,,,31506.606616,2020021283weS:8AM-8PM,,0,1582920200209010,33010,05/04/2021
,,2020021283weS:8AM-8PM,2020112831582920200209,2020,6,12,86,12,87,3738,3,3,1,3,1,0.00,0,0,1,2,0,0,0,,,1582920200209011,7,1,2,,,,,O,we,1582920200209,1,,1582920200209011,1,8,S:8AM-8PM,02,,,MIAMI-DADE,1840,,,1,1,,8,2,8,2,999,2,16MAR202011:01,3,,,,,,,,,,31506.606616,2020021283weS:8AM-8PM,,0,1582920200209011,33010,05/04/2021
,,2020021283weS:8AM-8PM,2020112831582920200209,2020,6,12,86,12,87,3738,3,3,1,3,1,0.00,0,0,1,1,0,0,0,,,1582920200209012,7,1,2,,,,,O,we,1582920200209,1,,1582920200209012,1,8,S:8AM-8PM,02,,,MIAMI-DADE,1841,,,1,1,,8,2,8,1,32,2,16MAR202011:01,3,,,,,,,,,,31506.606616,2020021283weS:8AM-8PM,,0,1582920200209012,33010,05/04/2021
,,2020021283wdS:8AM-8PM,2020112831582920200225,2020,6,12,11,12,87,3739,3,3,1,3,6,0.00,30,10,1,1,2,0,0,,,1582920200225001,7,1,1,,,,,O,wd,1582920200225,1,,1582920200225001,1,8,S:8AM-8PM,02,40,0,BROWARD,1212,,,1,1,,8,1,1,1,52,2,16MAR202011:01,3,,,,,,,,,,21823.341565,2020021283wdS:8AM-8PM,,0,1582920200225001,33326,05/04/2021
,,2020021283wdS:8AM-8PM,2020112831582920200225,2020,4,25,23,12,87,3739,3,3,1,3,3,0.00,7,4,1,1,0,0,0,,,1582920200225002,7,1,2,,,,,O,wd,1582920200225,1,,1582920200225002,1,8,S:8AM-8PM,02,,,PLYMOUTH,1338,,,1,1,,8,1,8,1,68,2,16MAR202011:01,3,,,,,,,,,,21823.341565,2020021283wdS:8AM-8PM,,0,1582920200225002,02360,05/04/2021
,,2020021283wdS:8AM-8PM,2020112831582920200225,2020,4,25,23,12,87,3739,3,3,1,3,3,0.00,7,4,1,1,0,0,0,,,1582920200225003,7,1,2,,,,,O,wd,1582920200225,1,,1582920200225003,1,8,S:8AM-8PM,02,,,PLYMOUTH,1339,,,1,1,,8,2,8,2,63,2,16MAR202011:01,3,,,,,,,,,,21823.341565,2020021283wdS:8AM-8PM,,0,1582920200225003,02360,05/04/2021
,,2020021283wdS:8AM-8PM,2020112831582920200225,2020,0,55,43,12,87,912,3,3,1,3,4.5,0.00,5,5,1,5,0,0,0,,,1582920200225004,7,1,2,,,,,O,wd,1582920200225,1,,1582920200225004,1,8,S:8AM-8PM,02,,,,1442,,,1,1,,8,1,8,1,62,2,16MAR202011:01,3,,,,,,,,,,17113.192983,2020021283wdS:8AM-8PM,,0,1582920200225004,53554,05/04/2021
,,2020021283wdS:8AM-8PM,2020112831582920200225,2020,0,55,43,12,87,912,3,3,1,3,4.5,0.00,5,5,1,4,0,0,0,,,1582920200225005,7,1,2,,,,,O,wd,1582920200225,1,,1582920200225005,1,8,S:8AM-8PM,02,,,,1443,,,1,1,,8,2,8,2,68,2,16MAR202011:01,3,,,,,,,,,,17113.192983,2020021283wdS:8AM-8PM,,0,1582920200225005,53554,05/04/2021
,,2020021283wdS:8AM-8PM,2020112831582920200225,2020,0,38,35,12,87,912,3,3,1,3,4,0.00,28,25,1,2,0,0,0,,,1582920200225006,7,1,2,,,,,O,wd,1582920200225,1,,1582920200225006,1,8,S:8AM-8PM,02,,,,1451,,,1,1,,8,1,8,1,72,2,16MAR202011:01,3,,,,,,,,,,17113.192983,2020021283wdS:8AM-8PM,,0,1582920200225006,58267,05/04/2021
,,2020021283wdS:8AM-8PM,2020112831582920200225,2020,6,37,97,12,87,912,3,3,1,3,3,0.00,15,8,1,3,0,0,0,,,1582920200225007,7,1,2,,,,,O,wd,1582920200225,1,,1582920200225007,1,8,S:8AM-8PM,02,,,,1505,,,1,1,,8,1,8,1,68,2,16MAR202011:01,3,,,,,,,,,,17113.192983,2020021283wdS:8AM-8PM,,0,1582920200225007,28115,05/04/2021
,,2020011213weS:8AM-8PM,2020112131583920200103,2020,7,1,97,12,33,705,1,3,1,3,6.5,,2,0,1,0,0,0,0,,,1583920200103002,7,1,2,,,,,O,we,1583920200103,1,,1583920200103002,,1,S:8AM-8PM,01,,,MOBILE,1421,,,3,1,,8,1,8,1,42,2,20FEB202011:30,3,,,,,,,,,,25378.934666,2020011213weS:8AM-8PM,,0,1583920200103002,36695,05/04/2021
,,2020011213weS:8AM-8PM,2020112131583920200103,2020,6,13,139,12,33,705,1,3,1,3,2.5,,15,0,1,0,0,0,0,,,1583920200103003,7,1,2,,,,,O,we,1583920200103,1,,1583920200103003,,1,S:8AM-8PM,01,,,,1612,,,3,1,,8,1,8,1,49,2,20FEB202011:30,3,,,,,,,,,,25378.934666,2020011213weS:8AM-8PM,,0,1583920200103003,30542,05/04/2021
,RED DRUM,2020011213weS:8AM-8PM,2020112131583920200103,2020,7,12,113,12,33,705,1,3,1,3,1,0.00,180,24,1,0,1,0,0,,,1583920200103004,7,1,1,,,,,Y,we,1583920200103,1,,1583920200103004,1,1,S:8AM-8PM,01,1,0,SANTA ROSA,1658,169290,,3,1,,8,1,1,1,49,2,20FEB202011:30,3,8835440901,,,,,,,,,25378.934666,2020011213weS:8AM-8PM,,0,1583920200103004,32563,05/04/2021
GRAY SNAPPER,SHEEPSHEAD,2020011233weS:8AM-8PM,2020112331000920200103,2020,7,12,57,12,57,725,5,3,K,5,2,0.00,49,7,1,0,5,0,0,,,1000920200103009,7,1,1,,,,,Y,we,1000920200103,3,,1000920200103009,1,3,S:8AM-8PM,01,5,0,HILLSBOROUGH,1334,169189,168848,8,8,,8,1,1,1,21,2,20FEB202011:30,8,8835430301,8835360102,,,,,,,,380.43047189,2020011233weS:8AM-8PM,,0,1000920200103009,33605,05/04/2021
GRAY SNAPPER,SHEEPSHEAD,2020011233weS:8AM-8PM,2020112331000920200103,2020,6,12,9,12,57,725,5,3,K,5,2,0.00,11,1,1,0,0,0,0,,,1000920200103010,7,1,2,,,,,O,we,1000920200103,3,,1000920200103010,,3,S:8AM-8PM,01,,,BREVARD,1336,169189,168848,8,8,,8,1,8,1,21,2,20FEB202011:30,8,8835430301,8835360102,,,,,,,,380.43047189,2020011233weS:8AM-8PM,,0,1000920200103010,32903,05/04/2021
,,2020011233weS:8AM-8PM,2020112331000920200111,2020,7,12,105,12,57,526,5,3,K,5,5,0.00,23,3,1,1,0,0,0,,,1000920200111001,7,1,2,,,,,Y,we,1000920200111,3,,1000920200111001,1,3,S:8AM-8PM,01,,,POLK,1402,,,8,1,,8,2,8,1,42,2,20FEB202011:30,8,,,,,,,,,,457.56904407,2020011233weS:8AM-8PM,,0,1000920200111001,99998,05/04/2021
,,2020011233weS:8AM-8PM,2020112331000920200111,2020,7,12,57,12,57,526,5,3,K,5,1.5,0.00,6,1,1,0,0,0,0,,,1000920200111002,7,1,2,,,,,Y,we,1000920200111,3,,1000920200111002,,3,S:8AM-8PM,01,,,HILLSBOROUGH,1412,,,8,1,,8,1,8,1,44,2,20FEB202011:30,8,,,,,,,,,,457.56904407,2020011233weS:8AM-8PM,,0,1000920200111002,99998,05/04/2021
,,2020011233weS:8AM-8PM,2020112331000920200111,2020,7,12,57,12,57,526,5,3,K,5,1.5,0.00,6,1,1,0,0,0,0,,,1000920200111003,7,1,2,,,,,Y,we,1000920200111,3,,1000920200111003,,3,S:8AM-8PM,01,,,HILLSBOROUGH,1414,,,8,1,,8,2,8,1,9,2,20FEB202011:30,8,,,,,,,,,,457.56904407,2020011233weS:8AM-8PM,,0,1000920200111003,99998,05/04/2021
,COMMON SNOOK,2020011233weS:8AM-8PM,2020112331000920200111,2020,0,39,123,12,57,526,5,3,K,5,3.5,0.00,14,14,1,1,0,0,0,,,1000920200111006,7,1,2,,,,,O,we,1000920200111,3,,1000920200111006,1,3,S:8AM-8PM,01,,,,1440,167648,,8,1,,8,1,8,1,67,2,20FEB202011:30,8,8835010105,,,,,,,,,457.56904407,2020011233weS:8AM-8PM,,0,1000920200111006,43440,05/04/2021
,SPOTTED SEATROUT,2020011233weS:8AM-8PM,2020112331000920200111,2020,7,12,83,12,57,526,5,3,K,5,1,0.00,1,1,1,0,0,0,0,,,1000920200111032,7,1,2,,,,,Y,we,1000920200111,3,,1000920200111032,,3,S:8AM-8PM,01,,,MARION,1817,169239,,8,1,,8,1,8,1,71,2,20FEB202011:30,8,8835440102,,,,,,,,,2631.5965952,2020011233weS:8AM-8PM,,0,1000920200111032,34472,05/04/2021
,SPOTTED SEATROUT,2020011233weS:8AM-8PM,2020112331000920200111,2020,7,12,83,12,57,526,5,3,K,5,1,0.00,1,1,1,0,0,0,0,,,1000920200111033,7,1,2,,,,,Y,we,1000920200111,3,,1000920200111033,,3,S:8AM-8PM,01,,,MARION,1819,169239,,8,1,,8,1,8,2,50,2,20FEB202011:30,8,8835440102,,,,,,,,,2631.5965952,2020011233weS:8AM-8PM,,0,1000920200111033,34472,05/04/2021
,,2020011233weS:8AM-8PM,2020112331000920200112,2020,7,12,103,12,57,4316,3,3,K,5,4,0.00,14,5,1,1,3,0,0,,,1000920200112001,7,1,1,,,,,Y,we,1000920200112,1,,1000920200112001,1,3,S:8AM-8PM,01,3,0,PINELLAS,1222,,,8,1,,8,2,1,1,54,2,20FEB202011:30,8,,,,,,,,,,17171.527568,2020011233weS:8AM-8PM,,0,1000920200112001,33756,05/04/2021
,,2020011233weS:8AM-8PM,2020112331000920200112,2020,7,12,103,12,57,4316,3,3,K,5,4,0.00,14,5,1,2,3,0,0,,,1000920200112002,7,1,1,,,,,Y,we,1000920200112,1,,1000920200112002,1,3,S:8AM-8PM,01,3,0,PINELLAS,1224,,,8,1,,8,2,1,2,55,2,20FEB202011:30,8,,,,,,,,,,17171.527568,2020011233weS:8AM-8PM,,0,1000920200112002,33756,05/04/2021
,,2020011233weS:8AM-8PM,2020112331000920200112,2020,7,12,103,12,57,4316,3,3,K,5,1.5,0.00,364,60,1,1,1,0,0,,,1000920200112003,7,1,1,,,,,Y,we,1000920200112,1,,1000920200112003,1,3,S:8AM-8PM,01,1,0,PINELLAS,1333,,,8,1,,8,2,1,1,16,2,20FEB202011:30,8,,,,,,,,,,17171.527568,2020011233weS:8AM-8PM,,0,1000920200112003,33765,05/04/2021
,COMMON SNOOK,2020011233wdS:8AM-8PM,2020112331000920200116,2020,4,9,7,12,57,526,5,3,K,5,0.5,0.00,4,0,1,0,0,0,0,,,1000920200116012,7,1,2,,,,,O,wd,1000920200116,3,,1000920200116012,,3,S:8AM-8PM,01,,,MIDDLESEX,1400,167648,,8,1,,8,1,8,1,91,2,20FEB202011:30,8,8835010105,,,,,,,,,1497.2320862,2020011233wdS:8AM-8PM,,0,1000920200116012,06457,05/04/2021
,SOUTHERN KINGFISH,2020011233weS:8AM-8PM,2020112331000920200124,2020,7,12,57,12,57,614,1,3,K,5,7,0.00,5,0,1,1,0,0,0,,,1000920200124001,7,1,2,,,,,Y,we,1000920200124,1,,1000920200124001,1,3,S:8AM-8PM,01,,,HILLSBOROUGH,1434,169274,,8,1,,8,1,8,1,64,2,20FEB202011:30,8,8835440601,,,,,,,,,12772.416808,2020011233weS:8AM-8PM,,0,1000920200124001,33510,05/04/2021
,,2020011233weS:8AM-8PM,2020112331000920200124,2020,2,6,41,12,57,614,1,3,K,5,2,0.00,13,0,1,1,0,0,0,,,1000920200124002,7,1,2,,,,,O,we,1000920200124,1,,1000920200124002,1,3,S:8AM-8PM,01,,,MARIN,1500,,,8,1,,8,1,8,1,18,2,20FEB202011:30,8,,,,,,,,,,12772.416808,2020011233weS:8AM-8PM,,0,1000920200124002,94941,05/04/2021
,,2020011233weS:8AM-8PM,2020112331000920200124,2020,4,25,23,12,57,614,1,3,K,5,2,,51,0,1,0,0,0,0,,,1000920200124003,7,1,2,,,,,O,we,1000920200124,1,,1000920200124003,,3,S:8AM-8PM,01,,,PLYMOUTH,1502,,,8,1,,8,1,8,1,18,2,20FEB202011:30,8,,,,,,,,,,12772.416808,2020011233weS:8AM-8PM,,0,1000920200124003,02332,05/04/2021
,,2020011233weS:8AM-8PM,2020112331000920200124,2020,7,12,57,12,57,614,1,3,K,5,2,0.00,5,0,1,1,0,0,0,,,1000920200124004,7,1,2,,,,,Y,we,1000920200124,1,,1000920200124004,1,3,S:8AM-8PM,01,,,HILLSBOROUGH,1515,,,8,1,,8,1,8,1,56,2,20FEB202011:30,8,,,,,,,,,,12772.416808,2020011233weS:8AM-8PM,,0,1000920200124004,33614,05/04/2021
,,2020011233weS:8AM-8PM,2020112331000920200124,2020,4,25,23,12,57,614,1,3,K,5,2,0.00,0,0,1,1,0,0,0,,,1000920200124005,7,1,2,,,,,O,we,1000920200124,1,,1000920200124005,1,3,S:8AM-8PM,01,,,PLYMOUTH,1517,,,8,1,,8,2,8,2,38,2,20FEB202011:30,8,,,,,,,,,,12772.416808,2020011233weS:8AM-8PM,,0,1000920200124005,02360,05/04/2021
,SHEEPSHEAD,2020011233weS:8AM-8PM,2020112331000920200124,2020,7,12,57,12,57,614,1,3,K,5,4,0.00,31,15,1,2,0,0,0,,,1000920200124006,7,1,2,,,,,Y,we,1000920200124,1,,1000920200124006,1,3,S:8AM-8PM,01,0,2,HILLSBOROUGH,1553,169189,,8,1,,8,2,8,1,57,2,20FEB202011:30,8,8835430301,,,,,,,,,12772.416808,2020011233weS:8AM-8PM,,0,1000920200124006,33603,05/04/2021
COMMON SNOOK,PINFISH,2020011233weS:8AM-8PM,2020112331000920200124,2020,5,34,23,12,57,614,1,3,K,5,2,,15,3,1,0,0,0,0,,,1000920200124007,7,1,2,,,,,O,we,1000920200124,1,,1000920200124007,,3,S:8AM-8PM,01,,,MIDDLESEX,1627,169187,167648,8,1,,8,1,8,1,19,2,20FEB202011:30,8,8835430201,8835010105,,,,,,,,12772.416808,2020011233weS:8AM-8PM,,0,1000920200124007,08824,05/04/2021
COMMON SNOOK,PINFISH,2020011233weS:8AM-8PM,2020112331000920200124,2020,5,34,23,12,57,614,1,3,K,5,2,0.00,3,3,1,2,0,0,0,,,1000920200124008,7,1,2,,,,,O,we,1000920200124,1,,1000920200124008,1,3,S:8AM-8PM,01,,,MIDDLESEX,1629,169187,167648,8,1,,8,1,8,1,20,2,20FEB202011:30,8,8835430201,8835010105,,,,,,,,12772.416808,2020011233weS:8AM-8PM,,0,1000920200124008,08824,05/04/2021
SPOTTED SEATROUT,SOUTHERN KINGFISH,2020011233weS:8AM-8PM,2020112331000920200124,2020,0,18,89,12,57,614,1,3,K,5,3,0.00,51,7,1,2,0,0,0,,,1000920200124009,7,1,2,,,,,O,we,1000920200124,1,,1000920200124009,1,3,S:8AM-8PM,01,,,,1650,169274,169239,8,1,,8,1,8,1,70,2,20FEB202011:30,8,8835440601,8835440102,,,,,,,,12772.416808,2020011233weS:8AM-8PM,,0,1000920200124009,46373,05/04/2021
,SOUTHERN KINGFISH,2020011233weS:8AM-8PM,2020112331000920200124,2020,0,17,31,12,57,614,1,3,K,5,4,0.00,0,0,1,0,3,0,0,,,1000920200124010,7,1,1,,,,,O,we,1000920200124,1,,1000920200124010,1,3,S:8AM-8PM,01,19,0,,1724,169274,,8,1,,8,1,1,1,65,2,20FEB202011:30,8,8835440601,,,,,,,,,12772.416808,2020011233weS:8AM-8PM,,0,1000920200124010,60056,05/04/2021
RED DRUM,COMMON SNOOK,2020011233weS:8AM-8PM,2020112331000920200124,2020,7,12,57,12,57,614,1,3,K,5,1.5,,1,1,1,0,0,0,0,,,1000920200124011,7,1,2,,,,,Y,we,1000920200124,1,,1000920200124011,,3,S:8AM-8PM,01,,,HILLSBOROUGH,1943,167648,169290,8,1,,8,1,8,1,26,2,20FEB202011:30,8,8835010105,8835440901,,,,,,,,12772.416808,2020011233weS:8AM-8PM,,0,1000920200124011,33611,05/04/2021
