Date file created,Month of intercept,Time of intercept,Data sampling period,Sub region of trip,Kind of day,Fish target species,Mode of fishing,Collapsed area of fishing,Distance from shore,Hours on boat,Hours fished,Catch fish,Number of fish avail for inspection,County of intercept,State of intercept,Area of fishing,Angler age,Angler gender,Number in fishing party,Number of contributing fishermen,See any sea turtles while fishing?
2020-09-22,7,1629,4,6,wd,DOLPHIN,7,2,2,6.0,3.0,1,26,31,37,1,48,1,4,4,3
2020-09-22,7,1649,4,6,wd,BLUE MARLIN,7,2,2,10.0,6.0,1,8,31,37,1,57,2,3,3,3
2020-09-22,7,1600,4,6,we,SAILFISH,7,2,2,12.0,6.0,1,3,31,37,1,41,1,4,4,3
2020-09-22,7,1614,4,6,wd,WAHOO,7,2,2,9.0,7.0,1,10,31,37,1,55,1,2,2,3
2020-09-22,7,1616,4,6,wd,WAHOO,7,2,2,6.0,6.0,1,7,31,37,1,46,1,4,4,3
2020-09-22,7,1638,4,6,wd,WAHOO,7,2,2,10.0,6.0,1,7,31,37,1,58,1,6,5,3
2020-09-22,8,1622,4,6,wd,WAHOO,7,2,2,10.0,8.0,1,16,31,37,1,34,1,5,5,3
2020-09-22,8,1652,4,6,wd,WAHOO,7,2,2,8.0,6.0,1,5,31,37,1,21,1,5,3,3
2020-09-22,8,1550,4,6,we,WAHOO,7,2,2,9.0,5.0,1,11,31,37,1,59,1,6,6,3
2020-09-22,7,1545,4,6,we,YELLOWFIN TUNA,7,2,2,10.0,8.0,1,18,55,37,1,45,1,5,5,3
2020-09-22,7,1557,4,6,we,YELLOWFIN TUNA,7,2,2,8.0,5.0,1,2,55,37,1,45,1,5,5,3
2020-09-22,7,1150,4,6,we,SPANISH MACKEREL,7,2,2,6.0,4.5,1,20,55,37,1,38,1,6,6,1
2020-09-22,7,1430,4,6,we,DOLPHIN,7,2,2,10.0,7.5,1,30,55,37,1,54,1,2,2,1
2020-09-22,7,1435,4,6,we,DOLPHIN,7,2,2,9.0,7.5,1,27,55,37,1,44,2,5,5,3
2020-09-22,7,1530,4,6,wd,DOLPHIN,7,2,2,10.0,7.5,1,6,55,37,1,26,1,6,6,1
2020-09-22,7,1545,4,6,wd,DOLPHIN,7,2,2,11.0,9.5,1,5,55,37,1,45,1,6,6,3
2020-09-22,7,1559,4,6,wd,DOLPHIN,7,2,2,11.0,9.5,1,28,55,37,1,44,1,6,4,1
2020-09-22,7,1526,4,6,wd,BLUELINE TILEFISH,7,2,2,7.0,6.0,1,17,55,37,1,37,1,3,3,1
2020-09-22,7,1356,4,6,we,YELLOWFIN TUNA,7,2,2,8.0,6.5,1,28,55,37,1,58,1,6,6,1
2020-09-22,7,1502,4,6,we,DOLPHIN,7,2,2,10.0,7.5,1,32,55,37,1,25,1,6,6,1
2020-09-22,7,1530,4,6,we,YELLOWFIN TUNA,7,2,2,11.0,8.5,1,21,55,37,1,71,1,6,2,1
2020-09-22,7,1544,4,6,we,YELLOWFIN TUNA,7,2,2,11.0,8.0,1,17,55,37,1,41,1,6,6,1
2020-09-22,7,1555,4,6,we,DOLPHIN,7,2,2,11.0,8.5,1,26,55,37,1,42,1,6,6,3
2020-09-22,7,1612,4,6,we,DOLPHIN,7,2,2,11.0,8.5,1,12,55,37,1,52,1,2,2,1
2020-09-22,7,1520,4,6,we,DOLPHIN,7,2,2,10.0,7.0,1,31,55,37,1,47,1,4,4,1
2020-09-22,7,1602,4,6,we,WAHOO,7,2,2,11.0,8.0,1,5,55,37,1,24,1,5,5,3
2020-09-22,7,1512,4,6,wd,DOLPHIN,7,2,2,10.0,8.5,1,23,55,37,1,25,1,6,6,1
2020-09-22,7,1532,4,6,wd,YELLOWFIN TUNA,7,2,2,10.5,8.5,1,10,55,37,1,48,1,6,2,3
2020-09-22,7,1544,4,6,wd,DOLPHIN,7,2,2,11.0,8.0,1,24,55,37,1,56,1,6,6,1
2020-09-22,8,1545,4,6,we,BLUELINE TILEFISH,7,2,2,10.0,8.5,1,19,55,37,1,42,1,6,6,1
2020-09-22,8,1602,4,6,we,BLACKFIN TUNA,7,2,2,8.0,7.0,1,19,55,37,1,51,1,4,4,1
2020-09-22,8,1658,4,6,we,DOLPHIN,7,2,2,12.0,10.0,1,4,55,37,1,50,1,5,5,1
2020-09-22,8,1716,4,6,we,SUMMER FLOUNDER,7,2,2,10.0,6.5,1,26,55,37,1,55,1,2,2,3
2020-09-22,8,1534,4,6,wd,YELLOWFIN TUNA,7,2,2,10.5,7.5,1,26,55,37,1,28,1,5,5,1
2020-09-22,8,1700,4,6,wd,YELLOWFIN TUNA,7,2,2,12.0,8.5,1,1,55,37,1,48,1,5,1,3
2020-09-22,8,1702,4,6,wd,WHITE MARLIN,7,2,2,12.0,9.5,1,9,55,37,1,58,1,5,5,3
2020-09-22,8,1523,4,6,we,RED DRUM,7,5,8,4.0,3.5,2,0,31,37,3,69,2,3,1,3
2020-09-22,7,1136,4,6,wd,RED DRUM,7,5,8,5.0,4.0,1,6,19,37,5,25,1,3,3,3
2020-09-22,7,1651,4,6,wd,SPOTTED SEATROUT,7,5,8,4.5,3.0,1,9,55,37,G,28,1,2,2,3
2020-09-22,7,1237,4,6,we,SPANISH MACKEREL,7,5,8,4.0,3.0,1,18,55,37,G,42,1,2,2,3
2020-09-22,7,1305,4,6,we,SPANISH MACKEREL,7,5,8,6.0,5.0,1,8,55,37,G,48,1,4,4,3
2020-09-22,7,1404,4,6,wd,SPOTTED SEATROUT,7,5,8,4.0,3.0,1,9,55,37,2,50,2,4,4,3
2020-09-22,7,1632,4,6,wd,SPOTTED SEATROUT,7,5,8,5.5,4.5,1,8,55,37,2,17,1,6,6,3
2020-09-22,8,1200,4,6,wd,SPOTTED SEATROUT,7,5,8,4.0,3.0,1,6,55,37,G,39,1,6,6,3
2020-09-22,8,1649,4,6,wd,SPOTTED SEATROUT,7,5,8,4.0,3.0,1,7,55,37,G,54,1,4,4,3
2020-09-22,8,1309,4,6,we,RED DRUM,7,5,8,4.5,3.5,1,11,55,37,G,40,2,4,4,3
2020-09-22,7,1129,4,6,we,SPOTTED SEATROUT,7,5,8,4.0,3.5,1,5,55,37,G,61,1,4,4,3
2020-09-22,7,1221,4,6,wd,SPOTTED SEATROUT,7,5,8,5.0,3.5,1,12,55,37,G,39,1,4,4,3
2020-09-22,8,1127,4,6,we,RED DRUM,7,5,8,4.5,3.5,1,5,55,37,G,58,1,3,3,3
2020-09-22,8,1146,4,6,we,RED DRUM,7,5,8,4.5,3.5,1,17,55,37,G,54,1,4,4,3
2020-09-22,8,1455,4,6,we,SPOTTED SEATROUT,7,5,8,7.5,6.5,1,12,55,37,G,24,1,2,2,2
2020-09-22,8,1423,4,6,wd,LEFTEYE FLOUNDER GENUS,7,5,8,5.0,3.0,1,1,19,37,5,38,1,3,1,3
2020-09-22,7,1229,4,6,wd,SPOTTED SEATROUT,7,5,8,5.5,4.0,1,9,55,37,2,27,1,4,4,3
2020-09-22,7,1137,4,6,wd,SPOTTED SEATROUT,7,5,8,5.0,4.0,1,20,55,37,G,68,1,4,4,3
2020-09-22,7,1117,4,6,we,SPOTTED SEATROUT,7,5,8,4.5,4.0,1,8,55,37,G,59,1,2,2,3
2020-09-22,7,1331,4,6,we,SPOTTED SEATROUT,7,5,8,6.5,5.0,1,1,55,37,G,45,1,5,1,3
2020-09-22,7,1607,4,6,we,SPANISH MACKEREL,7,5,8,5.0,4.0,1,34,55,37,G,48,1,6,6,3
2020-09-22,7,1616,4,6,wd,RED DRUM,7,5,8,4.0,3.0,2,0,55,37,G,53,1,2,1,3
2020-09-22,7,1616,4,6,wd,RED DRUM,7,5,8,4.0,3.0,2,0,55,37,G,19,1,2,1,3
2020-09-22,7,1201,4,6,we,SEATROUT GENUS,7,5,8,4.0,3.0,1,8,55,37,2,58,1,4,4,3
2020-09-22,7,1513,4,6,wd,SPOTTED SEATROUT,7,5,8,4.5,4.0,1,8,55,37,G,27,1,5,5,3
2020-09-22,8,1141,4,6,wd,SPOTTED SEATROUT,7,5,8,4.5,4.0,2,0,55,37,G,55,1,2,1,3
2020-09-22,8,1142,4,6,wd,SPOTTED SEATROUT,7,5,8,4.5,4.0,2,0,55,37,G,51,1,2,1,3
2020-09-22,7,1200,4,6,wd,SPANISH MACKEREL,7,5,8,5.0,4.5,2,0,31,37,2,19,1,5,1,3
2020-09-22,8,1140,4,6,we,LEFTEYE FLOUNDER GENUS,7,5,8,5.0,3.0,1,6,129,37,3,30,1,2,2,3
2020-09-22,8,1306,4,6,we,RED DRUM,7,5,8,6.0,5.0,1,4,129,37,3,46,2,4,4,3
2020-09-22,7,1145,4,6,we,SPOTTED SEATROUT,7,5,8,4.0,3.0,1,15,55,37,2,41,1,4,4,3
2020-09-22,7,1121,4,6,we,SPOTTED SEATROUT,7,5,8,4.0,3.5,1,14,55,37,G,48,1,3,3,3
2020-09-22,7,1708,4,6,wd,SPOTTED SEATROUT,7,5,8,6.0,3.5,2,0,55,37,G,46,1,4,1,3
2020-09-22,7,1119,4,6,wd,SPOTTED SEATROUT,7,5,8,5.0,4.0,1,13,55,37,G,59,1,2,2,3
2020-09-22,8,1121,4,6,we,SPOTTED SEATROUT,7,5,8,5.0,4.0,1,5,55,37,G,51,1,2,2,3
2020-09-22,8,1221,4,6,we,DOLPHIN,8,1,1,2.5,1.5,2,0,31,37,1,35,1,2,1,3
2020-09-22,7,1404,4,6,we,SPANISH MACKEREL,8,1,1,7.0,5.0,2,0,31,37,1,38,1,2,1,1
2020-09-22,7,1404,4,6,we,SPANISH MACKEREL,8,1,1,7.0,5.0,2,0,31,37,1,36,1,2,1,1
2020-09-22,7,1452,4,6,wd,SHEEPSHEAD,8,1,1,7.0,6.0,1,9,55,37,1,56,1,2,2,3
2020-09-22,8,1450,4,6,we,GRAY TRIGGERFISH,8,1,1,8.0,6.0,1,15,55,37,1,69,1,2,2,1
2020-09-22,8,1218,4,6,wd,LEFTEYE FLOUNDER GENUS,8,1,1,6.5,4.5,1,6,55,37,1,76,1,3,3,3
2020-09-22,7,1139,4,6,we,SHEEPSHEAD,8,1,1,4.0,3.0,1,19,55,37,1,57,1,3,3,3
2020-09-22,7,1150,4,6,wd,SHEEPSHEAD,8,1,1,6.0,5.0,1,3,55,37,1,61,1,2,2,3
2020-09-22,7,1241,4,6,wd,SHEEPSHEAD,8,1,1,4.0,3.0,1,11,55,37,1,69,1,3,3,3
2020-09-22,7,1130,4,6,wd,SPANISH MACKEREL,8,1,1,4.5,3.5,1,1,31,37,1,51,1,2,1,3
2020-09-22,7,1132,4,6,wd,SPANISH MACKEREL,8,1,1,4.5,3.5,2,0,31,37,1,22,2,2,1,3
2020-09-22,7,1214,4,6,wd,SPANISH MACKEREL,8,1,1,6.5,6.0,1,2,31,37,1,51,1,2,2,3
2020-09-22,7,1227,4,6,wd,SPANISH MACKEREL,8,1,1,6.0,5.5,1,9,31,37,1,47,1,3,3,3
2020-09-22,7,1402,4,6,wd,SPANISH MACKEREL,8,1,1,6.0,4.0,1,4,31,37,1,52,1,3,3,1
2020-09-22,7,1258,4,6,wd,SPANISH MACKEREL,8,1,1,3.5,2.5,2,0,31,37,1,68,1,4,1,3
2020-09-22,7,1301,4,6,we,SPOTTED SEATROUT,8,1,1,5.5,4.0,1,11,55,37,1,65,1,2,2,3
2020-09-22,7,1318,4,6,we,SPANISH MACKEREL,8,1,1,6.0,4.5,2,0,55,37,1,33,1,2,1,3
2020-09-22,7,1302,4,6,we,SPANISH MACKEREL,8,1,1,5.5,4.0,1,4,55,37,1,60,1,1,1,3
2020-09-22,8,1227,4,6,we,SPANISH MACKEREL,8,1,1,5.5,4.5,1,1,55,37,1,70,1,5,1,3
2020-09-22,7,1540,4,6,we,SPANISH MACKEREL,8,1,1,6.0,4.5,2,0,19,37,1,42,1,2,1,3
2020-09-22,7,1540,4,6,we,SPANISH MACKEREL,8,1,1,6.0,4.5,2,0,19,37,1,36,1,2,1,3
2020-09-22,7,1427,4,6,we,KING MACKEREL,8,1,1,8.0,5.0,1,1,129,37,1,51,1,3,1,3
2020-09-22,8,1608,4,6,we,SPANISH MACKEREL,8,1,1,7.0,6.0,2,0,19,37,1,40,1,2,1,3
2020-09-22,8,1608,4,6,we,SPANISH MACKEREL,8,1,1,7.0,6.0,2,0,19,37,1,38,2,2,1,3
2020-09-22,8,1505,4,6,wd,SPANISH MACKEREL,8,1,1,2.0,1.5,2,0,55,37,1,49,1,4,1,3
2020-09-22,8,1118,4,6,wd,SHEEPSHEAD,8,1,1,3.5,3.0,2,0,55,37,1,79,1,5,1,3
2020-09-22,8,1534,4,6,we,SHEEPSHEAD,8,1,1,6.0,5.5,1,2,55,37,1,50,1,1,1,3
2020-09-22,8,1658,4,6,we,COBIA,8,1,1,5.0,4.5,2,0,55,37,1,42,1,5,1,3
2020-09-22,8,1658,4,6,we,COBIA,8,1,1,5.0,4.5,2,0,55,37,1,58,1,5,1,3
2020-09-22,7,1306,4,6,we,SPANISH MACKEREL,8,1,1,4.0,3.5,1,4,31,37,1,70,1,1,1,3
2020-09-22,7,1309,4,6,we,SPANISH MACKEREL,8,1,1,4.0,3.5,1,1,129,37,1,34,1,2,1,3
2020-09-22,7,1309,4,6,we,SPANISH MACKEREL,8,1,1,4.0,3.5,2,0,129,37,1,29,2,2,1,3
2020-09-22,7,1548,4,6,we,SPANISH MACKEREL,8,1,1,1.0,0.5,2,0,129,37,1,31,2,4,1,3
2020-09-22,7,1550,4,6,we,SPANISH MACKEREL,8,1,1,1.0,0.5,2,0,129,37,1,34,2,4,1,3
2020-09-22,8,1428,4,6,we,KING MACKEREL,8,1,1,3.0,2.5,2,0,129,37,1,35,2,2,1,3
2020-09-22,8,1241,4,6,wd,LEFTEYE FLOUNDER GENUS,8,1,1,6.0,5.0,1,2,19,37,1,50,1,3,1,3
2020-09-22,8,1311,4,6,wd,LEFTEYE FLOUNDER GENUS,8,1,1,5.0,4.0,1,1,19,37,1,25,1,1,1,3
2020-09-22,8,1433,4,6,wd,LEFTEYE FLOUNDER GENUS,8,1,1,5.0,5.0,1,3,19,37,1,47,1,2,1,3
2020-09-22,8,1433,4,6,wd,LEFTEYE FLOUNDER GENUS,8,1,1,5.0,5.0,1,1,19,37,1,10,1,2,1,3
2020-09-22,8,1634,4,6,wd,LEFTEYE FLOUNDER GENUS,8,1,1,7.0,5.5,2,0,19,37,1,40,1,3,1,3
2020-09-22,8,1634,4,6,wd,LEFTEYE FLOUNDER GENUS,8,1,1,7.0,5.5,2,0,19,37,1,50,1,3,1,3
2020-09-22,8,1304,4,6,we,LEFTEYE FLOUNDER GENUS,8,1,1,5.0,4.0,1,1,129,37,1,37,1,3,1,3
2020-09-22,7,1250,4,6,we,SPOTTED SEATROUT,8,1,1,6.0,5.0,1,3,55,37,1,65,1,3,3,3
2020-09-22,7,1304,4,6,we,SPANISH MACKEREL,8,1,1,4.0,3.0,1,1,55,37,1,19,1,2,1,3
2020-09-22,8,1600,4,6,we,LEFTEYE FLOUNDER GENUS,8,1,1,10.0,5.0,2,0,55,37,1,54,1,1,1,3
2020-09-22,7,1634,4,6,we,RED SNAPPER,8,2,2,11.5,6.5,1,41,31,37,1,18,2,4,4,3
2020-09-22,7,1329,4,6,we,KING MACKEREL,8,2,2,7.5,5.0,1,1,31,37,1,63,1,2,1,3
2020-09-22,8,1636,4,6,we,WAHOO,8,2,2,11.5,8.0,1,1,31,37,1,20,1,5,1,3
2020-09-22,8,1338,4,6,wd,LEFTEYE FLOUNDER GENUS,8,2,2,6.0,5.0,1,8,133,37,1,68,1,2,2,3
2020-09-22,7,1145,4,6,wd,SHEEPSHEAD,8,2,2,5.0,4.0,1,2,55,37,1,42,1,4,1,3
2020-09-22,7,1540,4,6,wd,DOLPHIN,8,2,2,9.0,5.0,1,40,55,37,1,50,1,4,4,3
2020-09-22,7,1559,4,6,wd,TUNA GENUS,8,2,2,8.0,4.0,1,6,55,37,1,63,1,2,2,3
2020-09-22,7,1640,4,6,wd,TUNA GENUS,8,2,2,11.0,7.0,1,10,55,37,1,48,1,4,4,3
2020-09-22,8,1501,4,6,we,BLACK SEA BASS,8,2,2,10.0,5.0,1,6,55,37,1,46,2,2,2,1
2020-09-22,7,1422,4,6,wd,KING MACKEREL,8,2,2,8.0,6.0,2,0,31,37,1,50,1,3,1,3
2020-09-22,7,1422,4,6,wd,KING MACKEREL,8,2,2,8.0,6.0,2,0,31,37,1,50,1,3,1,3
2020-09-22,7,1443,4,6,wd,SPANISH MACKEREL,8,2,2,4.0,3.0,1,1,31,37,1,58,1,2,1,1
2020-09-22,7,1444,4,6,wd,SPANISH MACKEREL,8,2,2,4.0,3.0,1,1,31,37,1,34,1,2,1,1
2020-09-22,7,1501,4,6,wd,DOLPHIN,8,2,2,4.0,2.0,1,4,31,37,1,38,1,3,3,1
2020-09-22,7,1532,4,6,wd,DOLPHIN,8,2,2,9.0,7.5,1,2,31,37,1,65,1,2,1,3
2020-09-22,7,1602,4,6,wd,KING MACKEREL,8,2,2,7.0,5.0,2,0,31,37,1,27,1,3,1,3
2020-09-22,7,1602,4,6,wd,KING MACKEREL,8,2,2,7.0,5.0,2,0,31,37,1,29,1,3,1,3
2020-09-22,7,1602,4,6,wd,KING MACKEREL,8,2,2,7.0,5.0,2,0,31,37,1,58,1,3,1,3
2020-09-22,7,1710,4,6,wd,KING MACKEREL,8,2,2,9.0,8.0,1,28,19,37,1,67,1,3,3,3
2020-09-22,7,1136,4,6,we,KING MACKEREL,8,2,2,5.0,4.0,1,1,129,37,1,26,1,3,1,3
2020-09-22,7,1220,4,6,we,KING MACKEREL,8,2,2,7.0,6.0,1,2,129,37,1,28,1,1,1,3
2020-09-22,7,1602,4,6,we,KING MACKEREL,8,2,2,9.0,8.0,1,4,129,37,1,52,1,4,4,3
2020-09-22,7,1420,4,6,we,KING MACKEREL,8,2,2,5.0,4.0,1,1,19,37,1,54,1,2,1,3
2020-09-22,7,1623,4,6,we,TUNA GENUS,8,2,2,9.5,7.0,1,7,55,37,1,45,1,5,5,3
2020-09-22,7,1706,4,6,we,DOLPHIN,8,2,2,10.5,7.0,1,22,55,37,1,59,1,6,6,3
2020-09-22,7,1243,4,6,wd,SPANISH MACKEREL,8,2,2,5.0,4.5,1,4,129,37,1,45,1,3,3,3
2020-09-22,7,1609,4,6,wd,GROUPER GENUS (EPINEPHELUS),8,2,2,7.0,5.5,2,0,129,37,1,30,1,2,1,1
2020-09-22,7,1609,4,6,wd,GROUPER GENUS (EPINEPHELUS),8,2,2,7.0,5.5,2,0,129,37,1,30,2,2,1,1
2020-09-22,7,1603,4,6,we,KING MACKEREL,8,2,2,10.0,8.0,2,0,19,37,1,35,1,2,1,3
2020-09-22,7,1603,4,6,we,KING MACKEREL,8,2,2,10.0,8.0,2,0,19,37,1,9,1,2,1,3
2020-09-22,7,1617,4,6,we,KING MACKEREL,8,2,2,9.0,7.0,1,1,19,37,1,60,1,4,1,1
2020-09-22,8,1642,4,6,we,LEFTEYE FLOUNDER GENUS,8,2,2,3.5,2.5,1,4,19,37,1,34,1,2,2,3
2020-09-22,8,1540,4,6,wd,LEFTEYE FLOUNDER GENUS,8,2,2,8.0,5.0,2,0,19,37,1,55,1,2,1,1
2020-09-22,8,1540,4,6,wd,LEFTEYE FLOUNDER GENUS,8,2,2,8.0,5.0,2,0,19,37,1,53,2,2,1,1
2020-09-22,7,1326,4,6,we,BLUELINE TILEFISH,8,2,2,5.0,3.0,2,0,55,37,1,44,1,6,1,3
2020-09-22,7,1326,4,6,we,BLUELINE TILEFISH,8,2,2,5.0,3.0,2,0,55,37,1,15,2,6,1,3
2020-09-22,7,1326,4,6,we,BLUELINE TILEFISH,8,2,2,5.0,3.0,2,0,55,37,1,17,1,6,1,3
2020-09-22,7,1416,4,6,wd,TUNA GENUS,8,2,2,8.0,5.0,2,0,55,37,1,54,1,4,1,3
2020-09-22,7,1416,4,6,wd,TUNA GENUS,8,2,2,8.0,5.0,2,0,55,37,1,60,1,4,1,3
2020-09-22,7,1553,4,6,we,BLUE MARLIN,8,2,2,11.5,7.5,1,3,55,37,1,24,1,4,2,3
2020-09-22,7,1400,4,6,wd,SWORDFISH,8,2,2,18.0,12.0,1,1,55,37,1,45,1,4,1,3
2020-09-22,7,1710,4,6,we,SPANISH MACKEREL,8,2,2,6.0,3.0,2,0,31,37,1,49,1,4,1,3
2020-09-22,8,1344,4,6,we,KING MACKEREL,8,2,2,4.5,3.0,1,1,31,37,1,57,1,4,1,3
2020-09-22,8,1534,4,6,we,KING MACKEREL,8,2,2,5.0,4.5,2,0,31,37,1,50,1,2,1,3
2020-09-22,8,1520,4,6,we,BLACK SEA BASS,8,2,2,6.0,3.0,1,1,31,37,1,68,1,4,1,3
2020-09-22,8,1545,4,6,we,DOLPHIN,8,2,2,7.0,5.0,2,0,31,37,1,63,1,2,1,3
2020-09-22,8,1603,4,6,we,KING MACKEREL,8,2,2,12.0,8.0,2,0,31,37,1,21,1,3,1,3
2020-09-22,8,1604,4,6,we,KING MACKEREL,8,2,2,12.0,8.0,2,0,31,37,1,24,1,3,1,3
2020-09-22,7,1213,4,6,we,KING MACKEREL,8,2,2,4.0,2.0,1,2,19,37,1,42,1,2,1,3
2020-09-22,7,1428,4,6,we,DOLPHIN,8,2,2,7.5,3.0,1,3,19,37,1,42,1,2,1,3
2020-09-22,7,1523,4,6,we,DOLPHIN,8,2,2,9.5,7.0,2,0,19,37,1,40,1,2,1,3
2020-09-22,7,1523,4,6,we,DOLPHIN,8,2,2,9.5,7.0,2,0,19,37,1,52,1,2,1,3
2020-09-22,7,1529,4,6,we,KING MACKEREL,8,2,2,10.0,5.0,1,1,129,37,1,35,1,2,1,3
2020-09-22,8,1334,4,6,wd,LEFTEYE FLOUNDER GENUS,8,2,2,5.5,3.0,2,0,19,37,1,54,2,3,1,3
2020-09-22,8,1335,4,6,wd,LEFTEYE FLOUNDER GENUS,8,2,2,5.5,3.0,2,0,19,37,1,74,2,3,1,3
2020-09-22,8,1335,4,6,wd,LEFTEYE FLOUNDER GENUS,8,2,2,5.5,3.0,2,0,19,37,1,53,1,3,1,3
2020-09-22,8,1329,4,6,we,SPOTTED SEATROUT,8,2,2,7.0,6.5,2,0,129,37,1,41,1,3,1,3
2020-09-22,8,1329,4,6,we,SPOTTED SEATROUT,8,2,2,7.0,6.5,2,0,129,37,1,37,1,3,1,3
2020-09-22,7,1313,4,6,wd,GAG,8,2,2,7.0,5.0,1,2,31,37,1,20,1,2,2,3
2020-09-22,7,1321,4,6,wd,KING MACKEREL,8,2,2,6.0,3.0,1,3,31,37,1,60,1,1,1,3
2020-09-22,7,1720,4,6,we,SAILFISH,8,2,2,12.0,6.0,1,3,31,37,1,40,1,3,3,3
2020-09-22,7,1433,4,6,we,DOLPHIN,8,2,2,9.0,7.0,1,7,55,37,1,25,1,4,3,1
2020-09-22,7,1603,4,6,we,DOLPHIN,8,2,2,10.0,8.0,1,1,55,37,1,49,1,4,1,1
2020-09-22,7,1444,4,6,wd,SPANISH MACKEREL,8,2,2,7.0,4.0,1,9,55,37,1,41,1,2,2,1
2020-09-22,8,1704,4,6,wd,YELLOWFIN TUNA,8,2,2,10.0,7.0,1,2,55,37,1,49,1,4,2,3
2020-09-22,8,1700,4,6,wd,BLUELINE TILEFISH,8,2,2,9.0,4.0,2,0,55,37,1,70,1,5,1,3
2020-09-22,8,1700,4,6,wd,BLUELINE TILEFISH,8,2,2,9.0,4.0,2,0,55,37,1,65,1,5,1,3
2020-09-22,8,1700,4,6,wd,BLUELINE TILEFISH,8,2,2,9.0,4.0,2,0,55,37,1,38,1,5,1,3
2020-09-22,8,1700,4,6,wd,BLUELINE TILEFISH,8,2,2,9.0,4.0,2,0,55,37,1,36,1,5,1,3
2020-09-22,7,2107,4,6,wd,SPOTTED SEATROUT,8,5,8,2.0,1.5,1,1,31,37,2,76,1,1,1,3
2020-09-22,8,1614,4,6,we,ATLANTIC CROAKER,8,5,8,6.0,4.5,1,1,133,37,3,47,1,4,1,3
2020-09-22,8,1616,4,6,we,ATLANTIC CROAKER,8,5,8,6.0,4.5,2,0,133,37,3,15,1,4,1,3
2020-09-22,8,1619,4,6,we,ATLANTIC CROAKER,8,5,8,6.0,4.5,1,3,133,37,3,33,1,4,1,3
2020-09-22,8,1242,4,6,wd,RED DRUM,8,5,8,6.0,5.5,1,2,133,37,2,36,1,2,1,3
2020-09-22,8,1251,4,6,wd,LEFTEYE FLOUNDER GENUS,8,5,8,3.0,3.0,1,2,133,37,2,52,1,2,1,3
2020-09-22,8,1545,4,6,wd,LEFTEYE FLOUNDER GENUS,8,5,8,6.0,3.0,2,0,133,37,2,32,1,4,1,3
2020-09-22,8,1644,4,6,wd,DRUM FAMILY,8,5,8,10.0,9.5,2,0,133,37,2,62,1,2,1,3
2020-09-22,8,1644,4,6,wd,DRUM FAMILY,8,5,8,10.0,9.5,2,0,133,37,2,62,1,2,1,3
2020-09-22,8,1423,4,6,wd,LEFTEYE FLOUNDER GENUS,8,5,8,5.0,3.0,1,2,31,37,2,60,1,1,1,3
2020-09-22,8,2031,4,6,we,RED DRUM,8,5,8,2.5,1.5,1,6,31,37,2,42,1,3,3,3
2020-09-22,7,1634,4,6,we,SPANISH MACKEREL,8,5,8,7.0,4.0,1,6,31,37,2,62,1,2,2,3
2020-09-22,7,1147,4,6,we,SPOTTED SEATROUT,8,5,8,5.0,4.0,1,4,31,37,3,47,1,2,2,3
2020-09-22,8,1437,4,6,wd,RED DRUM,8,5,8,5.5,3.5,1,1,31,37,3,48,1,3,1,3
2020-09-22,7,1014,4,6,we,RED DRUM,8,5,8,3.0,2.0,1,1,129,37,5,64,1,1,1,3
2020-09-22,7,1229,4,6,wd,RED DRUM,8,5,8,4.0,3.0,1,1,19,37,5,68,1,1,1,3
2020-09-22,8,1345,4,6,we,RED DRUM,8,5,8,5.0,4.0,1,1,141,37,2,67,1,3,1,3
2020-09-22,8,1224,4,6,we,LEFTEYE FLOUNDER GENUS,8,5,8,6.0,5.0,1,2,19,37,3,65,1,2,2,3
2020-09-22,8,1249,4,6,we,LEFTEYE FLOUNDER GENUS,8,5,8,6.0,5.0,1,3,19,37,3,34,1,2,2,3
2020-09-22,8,1520,4,6,we,LEFTEYE FLOUNDER GENUS,8,5,8,7.0,5.5,1,4,19,37,3,49,1,2,2,3
2020-09-22,8,1530,4,6,we,SHEEPSHEAD,8,5,8,5.0,4.5,1,3,19,37,5,46,1,2,2,3
2020-09-22,7,1247,4,6,wd,SHEEPSHEAD,8,5,8,6.0,5.0,1,1,55,37,G,49,1,4,1,3
2020-09-22,7,1220,4,6,we,RED DRUM,8,5,8,5.0,4.0,1,14,55,37,G,24,1,4,4,3
2020-09-22,7,1548,4,6,we,LEFTEYE FLOUNDER GENUS,8,5,8,6.0,5.0,2,0,55,37,G,58,1,4,1,3
2020-09-22,7,1637,4,6,we,SPOTTED SEATROUT,8,5,8,5.0,4.0,1,4,55,37,G,58,1,2,2,3
2020-09-22,7,1308,4,6,wd,RED DRUM,8,5,8,6.0,5.0,1,5,55,37,G,66,1,2,2,3
2020-09-22,7,1602,4,6,wd,SHEEPSHEAD,8,5,8,7.0,6.0,1,11,55,37,G,56,1,4,4,3
2020-09-22,7,1501,4,6,we,SPANISH MACKEREL,8,5,8,4.5,3.5,1,30,55,37,2,18,1,2,2,3
2020-09-22,7,838,4,6,we,SPOTTED SEATROUT,8,5,8,2.5,1.5,1,3,55,37,2,74,1,1,1,3
2020-09-22,8,1115,4,6,wd,LEFTEYE FLOUNDER GENUS,8,5,8,5.0,4.0,1,3,55,37,G,37,1,2,1,3
2020-09-22,8,1256,4,6,wd,LEFTEYE FLOUNDER GENUS,8,5,8,4.0,3.0,2,0,55,37,G,72,1,2,1,3
