index,Date file created_k,Month of intercept_k,Time of intercept_k,Data sampling period_k,Sub region of trip_k,Kind of day_k,Fish target species_k,Mode of fishing_k,Collapsed area of fishing_k,Distance from shore_k,Hours on boat_k,Hours fished_k,Catch fish_k,Number of fish avail for inspection_k,County of intercept_k,State of intercept_k,Area of fishing_k,Angler age_k,Angler gender_k,Number in fishing party_k,Number of contributing fishermen_k,See any sea turtles while fishing?_k
1262,22-Sep-20,7,1206,4,6,we,SPANISH MACKEREL,7,2,2,6,4,1,23,129,37,1,53,2,5,5,3
1263,22-Sep-20,7,1252,4,6,we,SPANISH MACKEREL,7,2,2,6,4,1,25,129,37,1,26,1,6,6,3
1264,22-Sep-20,7,1159,4,6,wd,KING MACKEREL,7,2,2,6,4,1,7,19,37,1,80,1,6,6,3
1265,22-Sep-20,7,1427,4,6,wd,KING MACKEREL,7,2,2,4,2,1,4,19,37,1,50,1,5,4,3
1266,22-Sep-20,7,1126,4,6,wd,KING MACKEREL,7,2,2,5,3.5,1,3,19,37,1,47,1,3,3,3
1267,22-Sep-20,7,1200,4,6,wd,KING MACKEREL,7,2,2,6,4,1,1,19,37,1,53,1,6,1,3
1268,22-Sep-20,7,1208,4,6,wd,KINGFISH GENUS,7,2,2,6,4,1,3,19,37,1,55,1,6,3,3
1269,22-Sep-20,7,1202,4,6,we,SPANISH MACKEREL,7,2,2,5,4,1,41,129,37,1,51,1,3,3,3
1270,22-Sep-20,7,1636,4,6,we,SPANISH MACKEREL,7,2,2,4,3,1,31,129,37,1,12,1,3,3,3
1271,22-Sep-20,7,1514,4,6,we,SPANISH MACKEREL,7,2,2,8,6,1,14,129,37,1,26,1,6,6,3
1272,22-Sep-20,8,1544,4,6,wd,SPANISH MACKEREL,7,2,2,6,4,1,8,19,37,1,38,1,4,4,3
1273,22-Sep-20,7,1558,4,6,wd,YELLOWFIN TUNA,7,2,2,8.5,6.5,1,17,55,37,1,49,1,6,6,3
1274,22-Sep-20,7,1603,4,6,we,DOLPHIN,7,2,2,8,6.5,1,40,55,37,1,40,1,6,6,3
1275,22-Sep-20,7,1459,4,6,wd,BLUELINE TILEFISH,7,2,2,9.5,7,1,24,55,37,1,35,1,6,6,3
1276,22-Sep-20,7,1537,4,6,wd,BLACK SEA BASS,7,2,2,9,7,1,24,55,37,1,32,1,4,4,3
1277,22-Sep-20,7,1609,4,6,wd,GRAY TRIGGERFISH,7,2,2,9.5,7.5,1,13,55,37,1,44,1,5,5,3
1278,22-Sep-20,7,1643,4,6,wd,BLUELINE TILEFISH,7,2,2,10.5,8.5,1,17,55,37,1,66,1,6,6,3
1279,22-Sep-20,7,1513,4,6,wd,GREATER AMBERJACK,7,2,2,7.5,5.5,1,8,55,37,1,41,1,2,2,1
1280,22-Sep-20,7,1601,4,6,wd,BLUELINE TILEFISH,7,2,2,9,7,1,16,55,37,1,58,1,6,6,3
1281,22-Sep-20,7,1619,4,6,wd,YELLOWFIN TUNA,7,2,2,10.5,8,1,16,55,37,1,80,1,6,6,3
1282,22-Sep-20,7,1547,4,6,we,TUNA GENUS,7,2,2,10,8,1,16,55,37,1,49,1,6,6,3
1283,22-Sep-20,8,1450,4,6,we,BLUELINE TILEFISH,7,2,2,8,6,1,19,55,37,1,40,1,6,6,3
1284,22-Sep-20,8,1531,4,6,wd,WAHOO,7,2,2,9,7.5,1,5,55,37,1,41,1,4,4,3
1285,22-Sep-20,8,1632,4,6,wd,DOLPHIN,7,2,2,10,8,1,7,55,37,1,38,1,6,6,3
1286,22-Sep-20,8,1531,4,6,wd,BLUELINE TILEFISH,7,2,2,9.5,8,1,32,55,37,1,45,1,6,6,3
1287,22-Sep-20,8,1621,4,6,wd,GRAY TRIGGERFISH,7,2,2,7.5,6.5,1,29,55,37,1,62,2,2,2,3
1288,22-Sep-20,8,1403,4,6,wd,WAHOO,7,2,2,9.5,7,1,1,55,37,1,45,2,4,1,3
1289,22-Sep-20,8,1403,4,6,wd,WAHOO,7,2,2,9.5,7,1,1,55,37,1,43,2,4,1,3
1290,22-Sep-20,8,1540,4,6,wd,BLUELINE TILEFISH,7,2,2,10,8,1,19,55,37,1,38,1,6,6,3
1291,22-Sep-20,8,1612,4,6,we,WAHOO,7,2,2,9.5,7.5,1,16,55,37,1,54,1,6,5,3
1292,22-Sep-20,8,1532,4,6,wd,WAHOO,7,2,2,9,7.5,1,6,55,37,1,48,1,4,4,3
1293,22-Sep-20,7,1547,4,6,we,TUNA GENUS,7,2,2,11,7,1,8,55,37,1,67,1,6,6,3
1294,22-Sep-20,7,1558,4,6,we,TUNA GENUS,7,2,2,11,7,1,21,55,37,1,40,1,4,4,3
1295,22-Sep-20,7,1645,4,6,we,TUNA GENUS,7,2,2,11,7,1,6,55,37,1,63,1,4,4,3
1296,22-Sep-20,7,1506,4,6,wd,YELLOWFIN TUNA,7,2,2,10,7,1,3,55,37,1,61,1,4,3,1
1297,22-Sep-20,7,1602,4,6,wd,YELLOWFIN TUNA,7,2,2,11,8,1,1,55,37,1,35,1,2,1,1
1298,22-Sep-20,7,1624,4,6,wd,YELLOWFIN TUNA,7,2,2,12,9,1,6,55,37,1,50,1,4,4,3
1299,22-Sep-20,7,1706,4,6,wd,YELLOWFIN TUNA,7,2,2,12,9,1,38,55,37,1,52,1,6,6,1
1300,22-Sep-20,7,1436,4,6,we,BLUE MARLIN,7,2,2,9,5,1,1,55,37,1,21,1,6,1,3
1301,22-Sep-20,7,1514,4,6,we,BLUELINE TILEFISH,7,2,2,10,6.5,1,23,55,37,1,48,1,6,6,3
1302,22-Sep-20,7,1454,4,6,wd,TUNA GENUS,7,2,2,8,5,1,6,55,37,1,55,1,6,4,3
1303,22-Sep-20,7,1529,4,6,wd,BLUE MARLIN,7,2,2,11,7.5,1,19,55,37,1,64,1,3,3,3
1304,22-Sep-20,7,1628,4,6,wd,TUNA GENUS,7,2,2,12.5,8.5,1,9,55,37,1,49,1,5,5,3
1305,22-Sep-20,7,1701,4,6,wd,BLUELINE TILEFISH,7,2,2,12,9,1,24,55,37,1,63,1,6,6,3
1306,22-Sep-20,7,1449,4,6,wd,TUNA GENUS,7,2,2,11,7,1,20,55,37,1,51,1,5,5,3
1307,22-Sep-20,8,1717,4,6,wd,BLUE MARLIN,7,2,2,12,11,1,16,55,37,1,57,1,6,6,3
1308,22-Sep-20,7,1638,4,6,we,DOLPHIN,7,2,2,12,8,1,1,31,37,1,51,2,5,5,3
1309,22-Sep-20,7,1650,4,6,we,DOLPHIN,7,2,2,11,6,2,0,31,37,1,58,1,6,1,3
1310,22-Sep-20,7,1700,4,6,we,DOLPHIN,7,2,2,11.5,6,1,34,31,37,1,36,1,6,6,3
1311,22-Sep-20,7,1137,4,6,wd,SPANISH MACKEREL,7,2,2,4,3.5,1,17,31,37,1,47,2,6,6,3
1312,22-Sep-20,7,1635,4,6,wd,WAHOO,7,2,2,11,6,1,5,31,37,1,70,1,6,3,3
1313,22-Sep-20,7,1716,4,6,we,WAHOO,7,2,2,12,8,1,5,31,37,1,29,1,5,5,3
1314,22-Sep-20,7,1601,4,6,wd,DOLPHIN,7,2,2,9.5,7,1,22,31,37,1,17,1,5,5,3
1315,22-Sep-20,7,1629,4,6,wd,DOLPHIN,7,2,2,6,3,1,26,31,37,1,48,1,4,4,3
1316,22-Sep-20,7,1649,4,6,wd,BLUE MARLIN,7,2,2,10,6,1,8,31,37,1,57,2,3,3,3
1317,22-Sep-20,7,1600,4,6,we,SAILFISH,7,2,2,12,6,1,3,31,37,1,41,1,4,4,3
1318,22-Sep-20,7,1614,4,6,wd,WAHOO,7,2,2,9,7,1,10,31,37,1,55,1,2,2,3
1319,22-Sep-20,7,1616,4,6,wd,WAHOO,7,2,2,6,6,1,7,31,37,1,46,1,4,4,3
1320,22-Sep-20,7,1638,4,6,wd,WAHOO,7,2,2,10,6,1,7,31,37,1,58,1,6,5,3
1321,22-Sep-20,8,1622,4,6,wd,WAHOO,7,2,2,10,8,1,16,31,37,1,34,1,5,5,3
1322,22-Sep-20,8,1652,4,6,wd,WAHOO,7,2,2,8,6,1,5,31,37,1,21,1,5,3,3
1323,22-Sep-20,8,1550,4,6,we,WAHOO,7,2,2,9,5,1,11,31,37,1,59,1,6,6,3
1324,22-Sep-20,7,1545,4,6,we,YELLOWFIN TUNA,7,2,2,10,8,1,18,55,37,1,45,1,5,5,3
1325,22-Sep-20,7,1557,4,6,we,YELLOWFIN TUNA,7,2,2,8,5,1,2,55,37,1,45,1,5,5,3
1326,22-Sep-20,7,1150,4,6,we,SPANISH MACKEREL,7,2,2,6,4.5,1,20,55,37,1,38,1,6,6,1
1327,22-Sep-20,7,1430,4,6,we,DOLPHIN,7,2,2,10,7.5,1,30,55,37,1,54,1,2,2,1
1328,22-Sep-20,7,1435,4,6,we,DOLPHIN,7,2,2,9,7.5,1,27,55,37,1,44,2,5,5,3
1329,22-Sep-20,7,1530,4,6,wd,DOLPHIN,7,2,2,10,7.5,1,6,55,37,1,26,1,6,6,1
1330,22-Sep-20,7,1545,4,6,wd,DOLPHIN,7,2,2,11,9.5,1,5,55,37,1,45,1,6,6,3
1331,22-Sep-20,7,1559,4,6,wd,DOLPHIN,7,2,2,11,9.5,1,28,55,37,1,44,1,6,4,1
1332,22-Sep-20,7,1526,4,6,wd,BLUELINE TILEFISH,7,2,2,7,6,1,17,55,37,1,37,1,3,3,1
1333,22-Sep-20,7,1356,4,6,we,YELLOWFIN TUNA,7,2,2,8,6.5,1,28,55,37,1,58,1,6,6,1
1334,22-Sep-20,7,1502,4,6,we,DOLPHIN,7,2,2,10,7.5,1,32,55,37,1,25,1,6,6,1
1335,22-Sep-20,7,1530,4,6,we,YELLOWFIN TUNA,7,2,2,11,8.5,1,21,55,37,1,71,1,6,2,1
1336,22-Sep-20,7,1544,4,6,we,YELLOWFIN TUNA,7,2,2,11,8,1,17,55,37,1,41,1,6,6,1
1337,22-Sep-20,7,1555,4,6,we,DOLPHIN,7,2,2,11,8.5,1,26,55,37,1,42,1,6,6,3
1338,22-Sep-20,7,1612,4,6,we,DOLPHIN,7,2,2,11,8.5,1,12,55,37,1,52,1,2,2,1
1339,22-Sep-20,7,1520,4,6,we,DOLPHIN,7,2,2,10,7,1,31,55,37,1,47,1,4,4,1
1340,22-Sep-20,7,1602,4,6,we,WAHOO,7,2,2,11,8,1,5,55,37,1,24,1,5,5,3
1341,22-Sep-20,7,1512,4,6,wd,DOLPHIN,7,2,2,10,8.5,1,23,55,37,1,25,1,6,6,1
1342,22-Sep-20,7,1532,4,6,wd,YELLOWFIN TUNA,7,2,2,10.5,8.5,1,10,55,37,1,48,1,6,2,3
1343,22-Sep-20,7,1544,4,6,wd,DOLPHIN,7,2,2,11,8,1,24,55,37,1,56,1,6,6,1
1344,22-Sep-20,8,1545,4,6,we,BLUELINE TILEFISH,7,2,2,10,8.5,1,19,55,37,1,42,1,6,6,1
1345,22-Sep-20,8,1602,4,6,we,BLACKFIN TUNA,7,2,2,8,7,1,19,55,37,1,51,1,4,4,1
1346,22-Sep-20,8,1658,4,6,we,DOLPHIN,7,2,2,12,10,1,4,55,37,1,50,1,5,5,1
1347,22-Sep-20,8,1716,4,6,we,SUMMER FLOUNDER,7,2,2,10,6.5,1,26,55,37,1,55,1,2,2,3
1348,22-Sep-20,8,1534,4,6,wd,YELLOWFIN TUNA,7,2,2,10.5,7.5,1,26,55,37,1,28,1,5,5,1
1349,22-Sep-20,8,1700,4,6,wd,YELLOWFIN TUNA,7,2,2,12,8.5,1,1,55,37,1,48,1,5,1,3
1350,22-Sep-20,8,1702,4,6,wd,WHITE MARLIN,7,2,2,12,9.5,1,9,55,37,1,58,1,5,5,3
1351,22-Sep-20,8,1523,4,6,we,RED DRUM,7,5,8,4,3.5,2,0,31,37,3,69,2,3,1,3
1352,22-Sep-20,7,1136,4,6,wd,RED DRUM,7,5,8,5,4,1,6,19,37,5,25,1,3,3,3
1353,22-Sep-20,7,1651,4,6,wd,SPOTTED SEATROUT,7,5,8,4.5,3,1,9,55,37,G,28,1,2,2,3
1354,22-Sep-20,7,1237,4,6,we,SPANISH MACKEREL,7,5,8,4,3,1,18,55,37,G,42,1,2,2,3
1355,22-Sep-20,7,1305,4,6,we,SPANISH MACKEREL,7,5,8,6,5,1,8,55,37,G,48,1,4,4,3
1356,22-Sep-20,7,1404,4,6,wd,SPOTTED SEATROUT,7,5,8,4,3,1,9,55,37,2,50,2,4,4,3
1357,22-Sep-20,7,1632,4,6,wd,SPOTTED SEATROUT,7,5,8,5.5,4.5,1,8,55,37,2,17,1,6,6,3
1358,22-Sep-20,8,1200,4,6,wd,SPOTTED SEATROUT,7,5,8,4,3,1,6,55,37,G,39,1,6,6,3
1359,22-Sep-20,8,1649,4,6,wd,SPOTTED SEATROUT,7,5,8,4,3,1,7,55,37,G,54,1,4,4,3
1360,22-Sep-20,8,1309,4,6,we,RED DRUM,7,5,8,4.5,3.5,1,11,55,37,G,40,2,4,4,3
1361,22-Sep-20,7,1129,4,6,we,SPOTTED SEATROUT,7,5,8,4,3.5,1,5,55,37,G,61,1,4,4,3
1362,22-Sep-20,7,1221,4,6,wd,SPOTTED SEATROUT,7,5,8,5,3.5,1,12,55,37,G,39,1,4,4,3
1363,22-Sep-20,8,1127,4,6,we,RED DRUM,7,5,8,4.5,3.5,1,5,55,37,G,58,1,3,3,3
1364,22-Sep-20,8,1146,4,6,we,RED DRUM,7,5,8,4.5,3.5,1,17,55,37,G,54,1,4,4,3
1365,22-Sep-20,8,1455,4,6,we,SPOTTED SEATROUT,7,5,8,7.5,6.5,1,12,55,37,G,24,1,2,2,2
1366,22-Sep-20,8,1423,4,6,wd,LEFTEYE FLOUNDER GENUS,7,5,8,5,3,1,1,19,37,5,38,1,3,1,3
1367,22-Sep-20,7,1229,4,6,wd,SPOTTED SEATROUT,7,5,8,5.5,4,1,9,55,37,2,27,1,4,4,3
1368,22-Sep-20,7,1137,4,6,wd,SPOTTED SEATROUT,7,5,8,5,4,1,20,55,37,G,68,1,4,4,3
1369,22-Sep-20,7,1117,4,6,we,SPOTTED SEATROUT,7,5,8,4.5,4,1,8,55,37,G,59,1,2,2,3
1370,22-Sep-20,7,1331,4,6,we,SPOTTED SEATROUT,7,5,8,6.5,5,1,1,55,37,G,45,1,5,1,3
1371,22-Sep-20,7,1607,4,6,we,SPANISH MACKEREL,7,5,8,5,4,1,34,55,37,G,48,1,6,6,3
1372,22-Sep-20,7,1616,4,6,wd,RED DRUM,7,5,8,4,3,2,0,55,37,G,53,1,2,1,3
1373,22-Sep-20,7,1616,4,6,wd,RED DRUM,7,5,8,4,3,2,0,55,37,G,19,1,2,1,3
1374,22-Sep-20,7,1201,4,6,we,SEATROUT GENUS,7,5,8,4,3,1,8,55,37,2,58,1,4,4,3
1375,22-Sep-20,7,1513,4,6,wd,SPOTTED SEATROUT,7,5,8,4.5,4,1,8,55,37,G,27,1,5,5,3
1376,22-Sep-20,8,1141,4,6,wd,SPOTTED SEATROUT,7,5,8,4.5,4,2,0,55,37,G,55,1,2,1,3
1377,22-Sep-20,8,1142,4,6,wd,SPOTTED SEATROUT,7,5,8,4.5,4,2,0,55,37,G,51,1,2,1,3
1378,22-Sep-20,7,1200,4,6,wd,SPANISH MACKEREL,7,5,8,5,4.5,2,0,31,37,2,19,1,5,1,3
1379,22-Sep-20,8,1140,4,6,we,LEFTEYE FLOUNDER GENUS,7,5,8,5,3,1,6,129,37,3,30,1,2,2,3
1380,22-Sep-20,8,1306,4,6,we,RED DRUM,7,5,8,6,5,1,4,129,37,3,46,2,4,4,3
1381,22-Sep-20,7,1145,4,6,we,SPOTTED SEATROUT,7,5,8,4,3,1,15,55,37,2,41,1,4,4,3
1382,22-Sep-20,7,1121,4,6,we,SPOTTED SEATROUT,7,5,8,4,3.5,1,14,55,37,G,48,1,3,3,3
1383,22-Sep-20,7,1708,4,6,wd,SPOTTED SEATROUT,7,5,8,6,3.5,2,0,55,37,G,46,1,4,1,3
1384,22-Sep-20,7,1119,4,6,wd,SPOTTED SEATROUT,7,5,8,5,4,1,13,55,37,G,59,1,2,2,3
1385,22-Sep-20,8,1121,4,6,we,SPOTTED SEATROUT,7,5,8,5,4,1,5,55,37,G,51,1,2,2,3
1386,22-Sep-20,8,1221,4,6,we,DOLPHIN,8,1,1,2.5,1.5,2,0,31,37,1,35,1,2,1,3
1387,22-Sep-20,7,1404,4,6,we,SPANISH MACKEREL,8,1,1,7,5,2,0,31,37,1,38,1,2,1,1
1388,22-Sep-20,7,1404,4,6,we,SPANISH MACKEREL,8,1,1,7,5,2,0,31,37,1,36,1,2,1,1
1389,22-Sep-20,7,1452,4,6,wd,SHEEPSHEAD,8,1,1,7,6,1,9,55,37,1,56,1,2,2,3
1390,22-Sep-20,8,1450,4,6,we,GRAY TRIGGERFISH,8,1,1,8,6,1,15,55,37,1,69,1,2,2,1
1391,22-Sep-20,8,1218,4,6,wd,LEFTEYE FLOUNDER GENUS,8,1,1,6.5,4.5,1,6,55,37,1,76,1,3,3,3
1392,22-Sep-20,7,1139,4,6,we,SHEEPSHEAD,8,1,1,4,3,1,19,55,37,1,57,1,3,3,3
1393,22-Sep-20,7,1150,4,6,wd,SHEEPSHEAD,8,1,1,6,5,1,3,55,37,1,61,1,2,2,3
1394,22-Sep-20,7,1241,4,6,wd,SHEEPSHEAD,8,1,1,4,3,1,11,55,37,1,69,1,3,3,3
1395,22-Sep-20,7,1130,4,6,wd,SPANISH MACKEREL,8,1,1,4.5,3.5,1,1,31,37,1,51,1,2,1,3
1396,22-Sep-20,7,1132,4,6,wd,SPANISH MACKEREL,8,1,1,4.5,3.5,2,0,31,37,1,22,2,2,1,3
1397,22-Sep-20,7,1214,4,6,wd,SPANISH MACKEREL,8,1,1,6.5,6,1,2,31,37,1,51,1,2,2,3
1398,22-Sep-20,7,1227,4,6,wd,SPANISH MACKEREL,8,1,1,6,5.5,1,9,31,37,1,47,1,3,3,3
1399,22-Sep-20,7,1402,4,6,wd,SPANISH MACKEREL,8,1,1,6,4,1,4,31,37,1,52,1,3,3,1
1400,22-Sep-20,7,1258,4,6,wd,SPANISH MACKEREL,8,1,1,3.5,2.5,2,0,31,37,1,68,1,4,1,3
1401,22-Sep-20,7,1301,4,6,we,SPOTTED SEATROUT,8,1,1,5.5,4,1,11,55,37,1,65,1,2,2,3
1402,22-Sep-20,7,1318,4,6,we,SPANISH MACKEREL,8,1,1,6,4.5,2,0,55,37,1,33,1,2,1,3
1403,22-Sep-20,7,1302,4,6,we,SPANISH MACKEREL,8,1,1,5.5,4,1,4,55,37,1,60,1,1,1,3
1404,22-Sep-20,8,1227,4,6,we,SPANISH MACKEREL,8,1,1,5.5,4.5,1,1,55,37,1,70,1,5,1,3
1405,22-Sep-20,7,1540,4,6,we,SPANISH MACKEREL,8,1,1,6,4.5,2,0,19,37,1,42,1,2,1,3
1406,22-Sep-20,7,1540,4,6,we,SPANISH MACKEREL,8,1,1,6,4.5,2,0,19,37,1,36,1,2,1,3
1407,22-Sep-20,7,1427,4,6,we,KING MACKEREL,8,1,1,8,5,1,1,129,37,1,51,1,3,1,3
1408,22-Sep-20,8,1608,4,6,we,SPANISH MACKEREL,8,1,1,7,6,2,0,19,37,1,40,1,2,1,3
1409,22-Sep-20,8,1608,4,6,we,SPANISH MACKEREL,8,1,1,7,6,2,0,19,37,1,38,2,2,1,3
1410,22-Sep-20,8,1505,4,6,wd,SPANISH MACKEREL,8,1,1,2,1.5,2,0,55,37,1,49,1,4,1,3
1411,22-Sep-20,8,1118,4,6,wd,SHEEPSHEAD,8,1,1,3.5,3,2,0,55,37,1,79,1,5,1,3
1412,22-Sep-20,8,1534,4,6,we,SHEEPSHEAD,8,1,1,6,5.5,1,2,55,37,1,50,1,1,1,3
1413,22-Sep-20,8,1658,4,6,we,COBIA,8,1,1,5,4.5,2,0,55,37,1,42,1,5,1,3
1414,22-Sep-20,8,1658,4,6,we,COBIA,8,1,1,5,4.5,2,0,55,37,1,58,1,5,1,3
1415,22-Sep-20,7,1306,4,6,we,SPANISH MACKEREL,8,1,1,4,3.5,1,4,31,37,1,70,1,1,1,3
1416,22-Sep-20,7,1309,4,6,we,SPANISH MACKEREL,8,1,1,4,3.5,1,1,129,37,1,34,1,2,1,3
1417,22-Sep-20,7,1309,4,6,we,SPANISH MACKEREL,8,1,1,4,3.5,2,0,129,37,1,29,2,2,1,3
1418,22-Sep-20,7,1548,4,6,we,SPANISH MACKEREL,8,1,1,1,0.5,2,0,129,37,1,31,2,4,1,3
1419,22-Sep-20,7,1550,4,6,we,SPANISH MACKEREL,8,1,1,1,0.5,2,0,129,37,1,34,2,4,1,3
1420,22-Sep-20,8,1428,4,6,we,KING MACKEREL,8,1,1,3,2.5,2,0,129,37,1,35,2,2,1,3
1421,22-Sep-20,8,1241,4,6,wd,LEFTEYE FLOUNDER GENUS,8,1,1,6,5,1,2,19,37,1,50,1,3,1,3
1422,22-Sep-20,8,1311,4,6,wd,LEFTEYE FLOUNDER GENUS,8,1,1,5,4,1,1,19,37,1,25,1,1,1,3
1423,22-Sep-20,8,1433,4,6,wd,LEFTEYE FLOUNDER GENUS,8,1,1,5,5,1,3,19,37,1,47,1,2,1,3
1424,22-Sep-20,8,1433,4,6,wd,LEFTEYE FLOUNDER GENUS,8,1,1,5,5,1,1,19,37,1,10,1,2,1,3
1425,22-Sep-20,8,1634,4,6,wd,LEFTEYE FLOUNDER GENUS,8,1,1,7,5.5,2,0,19,37,1,40,1,3,1,3
1426,22-Sep-20,8,1634,4,6,wd,LEFTEYE FLOUNDER GENUS,8,1,1,7,5.5,2,0,19,37,1,50,1,3,1,3
1427,22-Sep-20,8,1304,4,6,we,LEFTEYE FLOUNDER GENUS,8,1,1,5,4,1,1,129,37,1,37,1,3,1,3
1428,22-Sep-20,7,1250,4,6,we,SPOTTED SEATROUT,8,1,1,6,5,1,3,55,37,1,65,1,3,3,3
1429,22-Sep-20,7,1304,4,6,we,SPANISH MACKEREL,8,1,1,4,3,1,1,55,37,1,19,1,2,1,3
1430,22-Sep-20,8,1600,4,6,we,LEFTEYE FLOUNDER GENUS,8,1,1,10,5,2,0,55,37,1,54,1,1,1,3
1431,22-Sep-20,7,1634,4,6,we,RED SNAPPER,8,2,2,11.5,6.5,1,41,31,37,1,18,2,4,4,3
1432,22-Sep-20,7,1329,4,6,we,KING MACKEREL,8,2,2,7.5,5,1,1,31,37,1,63,1,2,1,3
1433,22-Sep-20,8,1636,4,6,we,WAHOO,8,2,2,11.5,8,1,1,31,37,1,20,1,5,1,3
1434,22-Sep-20,8,1338,4,6,wd,LEFTEYE FLOUNDER GENUS,8,2,2,6,5,1,8,133,37,1,68,1,2,2,3
1435,22-Sep-20,7,1145,4,6,wd,SHEEPSHEAD,8,2,2,5,4,1,2,55,37,1,42,1,4,1,3
1436,22-Sep-20,7,1540,4,6,wd,DOLPHIN,8,2,2,9,5,1,40,55,37,1,50,1,4,4,3
1437,22-Sep-20,7,1559,4,6,wd,TUNA GENUS,8,2,2,8,4,1,6,55,37,1,63,1,2,2,3
1438,22-Sep-20,7,1640,4,6,wd,TUNA GENUS,8,2,2,11,7,1,10,55,37,1,48,1,4,4,3
1439,22-Sep-20,8,1501,4,6,we,BLACK SEA BASS,8,2,2,10,5,1,6,55,37,1,46,2,2,2,1
1440,22-Sep-20,7,1422,4,6,wd,KING MACKEREL,8,2,2,8,6,2,0,31,37,1,50,1,3,1,3
1441,22-Sep-20,7,1422,4,6,wd,KING MACKEREL,8,2,2,8,6,2,0,31,37,1,50,1,3,1,3
1442,22-Sep-20,7,1443,4,6,wd,SPANISH MACKEREL,8,2,2,4,3,1,1,31,37,1,58,1,2,1,1
1443,22-Sep-20,7,1444,4,6,wd,SPANISH MACKEREL,8,2,2,4,3,1,1,31,37,1,34,1,2,1,1
1444,22-Sep-20,7,1501,4,6,wd,DOLPHIN,8,2,2,4,2,1,4,31,37,1,38,1,3,3,1
1445,22-Sep-20,7,1532,4,6,wd,DOLPHIN,8,2,2,9,7.5,1,2,31,37,1,65,1,2,1,3
1446,22-Sep-20,7,1602,4,6,wd,KING MACKEREL,8,2,2,7,5,2,0,31,37,1,27,1,3,1,3
1447,22-Sep-20,7,1602,4,6,wd,KING MACKEREL,8,2,2,7,5,2,0,31,37,1,29,1,3,1,3
1448,22-Sep-20,7,1602,4,6,wd,KING MACKEREL,8,2,2,7,5,2,0,31,37,1,58,1,3,1,3
1449,22-Sep-20,7,1710,4,6,wd,KING MACKEREL,8,2,2,9,8,1,28,19,37,1,67,1,3,3,3
1450,22-Sep-20,7,1136,4,6,we,KING MACKEREL,8,2,2,5,4,1,1,129,37,1,26,1,3,1,3
1451,22-Sep-20,7,1220,4,6,we,KING MACKEREL,8,2,2,7,6,1,2,129,37,1,28,1,1,1,3
1452,22-Sep-20,7,1602,4,6,we,KING MACKEREL,8,2,2,9,8,1,4,129,37,1,52,1,4,4,3
1453,22-Sep-20,7,1420,4,6,we,KING MACKEREL,8,2,2,5,4,1,1,19,37,1,54,1,2,1,3
1454,22-Sep-20,7,1623,4,6,we,TUNA GENUS,8,2,2,9.5,7,1,7,55,37,1,45,1,5,5,3
1455,22-Sep-20,7,1706,4,6,we,DOLPHIN,8,2,2,10.5,7,1,22,55,37,1,59,1,6,6,3
1456,22-Sep-20,7,1243,4,6,wd,SPANISH MACKEREL,8,2,2,5,4.5,1,4,129,37,1,45,1,3,3,3
1457,22-Sep-20,7,1609,4,6,wd,GROUPER GENUS (EPINEPHELUS),8,2,2,7,5.5,2,0,129,37,1,30,1,2,1,1
1458,22-Sep-20,7,1609,4,6,wd,GROUPER GENUS (EPINEPHELUS),8,2,2,7,5.5,2,0,129,37,1,30,2,2,1,1
1459,22-Sep-20,7,1603,4,6,we,KING MACKEREL,8,2,2,10,8,2,0,19,37,1,35,1,2,1,3
1460,22-Sep-20,7,1603,4,6,we,KING MACKEREL,8,2,2,10,8,2,0,19,37,1,9,1,2,1,3
1461,22-Sep-20,7,1617,4,6,we,KING MACKEREL,8,2,2,9,7,1,1,19,37,1,60,1,4,1,1
1462,22-Sep-20,8,1642,4,6,we,LEFTEYE FLOUNDER GENUS,8,2,2,3.5,2.5,1,4,19,37,1,34,1,2,2,3
1463,22-Sep-20,8,1540,4,6,wd,LEFTEYE FLOUNDER GENUS,8,2,2,8,5,2,0,19,37,1,55,1,2,1,1
1464,22-Sep-20,8,1540,4,6,wd,LEFTEYE FLOUNDER GENUS,8,2,2,8,5,2,0,19,37,1,53,2,2,1,1
1465,22-Sep-20,7,1326,4,6,we,BLUELINE TILEFISH,8,2,2,5,3,2,0,55,37,1,44,1,6,1,3
1466,22-Sep-20,7,1326,4,6,we,BLUELINE TILEFISH,8,2,2,5,3,2,0,55,37,1,15,2,6,1,3
1467,22-Sep-20,7,1326,4,6,we,BLUELINE TILEFISH,8,2,2,5,3,2,0,55,37,1,17,1,6,1,3
1468,22-Sep-20,7,1416,4,6,wd,TUNA GENUS,8,2,2,8,5,2,0,55,37,1,54,1,4,1,3
1469,22-Sep-20,7,1416,4,6,wd,TUNA GENUS,8,2,2,8,5,2,0,55,37,1,60,1,4,1,3
1470,22-Sep-20,7,1553,4,6,we,BLUE MARLIN,8,2,2,11.5,7.5,1,3,55,37,1,24,1,4,2,3
1471,22-Sep-20,7,1400,4,6,wd,SWORDFISH,8,2,2,18,12,1,1,55,37,1,45,1,4,1,3
1472,22-Sep-20,7,1710,4,6,we,SPANISH MACKEREL,8,2,2,6,3,2,0,31,37,1,49,1,4,1,3
1473,22-Sep-20,8,1344,4,6,we,KING MACKEREL,8,2,2,4.5,3,1,1,31,37,1,57,1,4,1,3
1474,22-Sep-20,8,1534,4,6,we,KING MACKEREL,8,2,2,5,4.5,2,0,31,37,1,50,1,2,1,3
